"ori_node";"des_node";"ori_layer"
32075;15386;4
32327;23853;4
32327;23967;4
32327;144126;4
32327;216057;4
32368;9192;4
32368;32372;4
32372;18773;4
32372;32368;4
32383;2837;4
32383;17730;4
32383;22746;4
32383;23764;4
32383;36200;4
32383;39227;4
32383;43228;4
32383;46363;4
32383;47036;4
32383;91947;4
32413;7571;4
32413;34801;4
32494;5743;4
32494;48917;4
32556;22015;4
32556;64409;4
32556;114286;4
32556;144454;4
32568;31177;4
32568;31995;4
32580;32582;4
32580;41953;4
32582;32580;4
32582;50211;4
32593;31173;4
32593;31175;4
32648;217724;4
32936;42006;4
32936;169913;4
32975;17232;4
32975;29384;4
33015;123408;4
33015;191491;4
33022;24500;4
33053;34498;4
33053;144126;4
33058;47884;4
33058;144126;4
33058;251225;4
33135;6365;4
33135;42220;4
33137;3937;4
33137;6308;4
33359;17141;4
33359;29725;4
33406;17543;4
33406;154043;4
33420;18332;4
33420;40575;4
33420;43740;4
33422;15778;4
33422;161148;4
33675;86;4
33675;30590;4
33682;6448;4
33682;10999;4
33682;22180;4
33745;2837;4
33745;20620;4
33931;232021;4
33934;5170;4
33934;6155;4
34162;31481;4
34162;42525;4
34162;53775;4
34162;219760;4
34162;227737;4
34205;15616;4
34205;30778;4
34211;37639;4
34211;88808;4
34211;126294;4
34211;175723;4
34325;14170;4
34325;53775;4
34325;260825;4
34360;161421;4
34360;169609;4
34498;33053;4
34498;144126;4
34498;191600;4
34801;17867;4
34801;22888;4
34801;32413;4
34939;21517;4
34939;38719;4
34995;13176;4
34995;16926;4
35056;31311;4
35056;38821;4
35070;45390;4
35070;156355;4
35210;42649;4
35210;43531;4
35210;67945;4
35210;126575;4
35210;129041;4
35210;135251;4
35210;186637;4
35223;7611;4
35223;31874;4
35223;36746;4
35223;42649;4
35223;45115;4
35425;175004;4
35425;247920;4
35541;9066;4
35541;10152;4
35577;26749;4
35577;45019;4
35703;38178;4
35703;39700;4
35703;46296;4
35705;2837;4
35705;17730;4
35705;40426;4
35705;47036;4
35705;256021;4
35738;65135;4
35743;2837;4
35743;7351;4
35743;12281;4
35743;13745;4
35743;47492;4
35928;6878;4
35928;40776;4
35933;40052;4
35933;45865;4
35987;1459;4
35987;5826;4
35987;29943;4
35987;108338;4
36082;12205;4
36082;113617;4
36161;94036;4
36161;156484;4
36200;32383;4
36200;43228;4
36201;14170;4
36201;17510;4
36345;29286;4
36345;30473;4
36509;17510;4
36509;23853;4
36509;90864;4
36610;7920;4
36610;32014;4
36610;217660;4
36615;2015;4
36615;30473;4
36644;21517;4
36644;40760;4
36746;5823;4
36746;18528;4
36746;29204;4
36746;35223;4
36746;42649;4
36746;43390;4
36746;45115;4
36746;169609;4
36778;15252;4
36778;50554;4
36907;27999;4
36907;122975;4
36943;5080;4
36943;24990;4
36943;31544;4
36943;39029;4
36943;41082;4
36943;47768;4
36943;65607;4
37047;5080;4
37047;5334;4
37047;41967;4
37047;45387;4
37047;134415;4
37047;198880;4
37047;214190;4
37047;254417;4
37141;10353;4
37141;16922;4
37337;16926;4
37337;37714;4
37490;4515;4
37490;227737;4
37582;28843;4
37582;29957;4
37590;24910;4
37590;258736;4
37639;34211;4
37714;37337;4
37714;49367;4
38038;12809;4
38038;38191;4
38129;2223;4
38129;26699;4
38178;35703;4
38178;127952;4
38191;16922;4
38191;38038;4
38217;42252;4
38217;248564;4
38338;9915;4
38338;22719;4
38338;32014;4
38380;46511;4
38380;76354;4
38398;5044;4
38398;8874;4
38398;15522;4
38398;29204;4
38398;38876;4
38398;45115;4
38398;169603;4
38473;126575;4
38473;179073;4
38719;34939;4
38719;38953;4
38780;12162;4
38780;15522;4
38780;26865;4
38780;31255;4
38821;35056;4
38821;153298;4
38876;1166;4
38876;38398;4
38910;14588;4
38938;7356;4
38938;15945;4
38953;38719;4
38953;51003;4
39029;24990;4
39109;24841;4
39109;46771;4
39109;47768;4
39109;76548;4
39109;189117;4
39114;6605;4
39114;15654;4
39227;32383;4
39227;41558;4
39227;242225;4
39262;40575;4
39262;49674;4
39525;2535;4
39525;51002;4
39564;49367;4
39591;7559;4
39591;12951;4
39625;7582;4
39625;20753;4
39655;42525;4
39655;49979;4
39700;21312;4
39700;35703;4
39792;27673;4
39792;47655;4
40004;7276;4
40004;77132;4
40004;179073;4
40004;208216;4
40031;45865;4
40052;35933;4
40052;122631;4
40110;42940;4
40110;119839;4
40123;4356;4
40124;94764;4
40124;254567;4
40162;18601;4
40162;20945;4
40210;4919;4
40210;5823;4
40210;31874;4
40227;15523;4
40227;29014;4
40227;195356;4
40257;28169;4
40313;25905;4
40349;7272;4
40349;9427;4
40426;8078;4
40426;15778;4
40426;35705;4
40426;40725;4
40426;47036;4
40426;194676;4
40475;99726;4
40475;261032;4
40520;5334;4
40575;33420;4
40575;39262;4
40575;48977;4
40672;46296;4
40672;55622;4
40713;51002;4
40713;108338;4
40717;27199;4
40717;245334;4
40725;8078;4
40725;40426;4
40760;14170;4
40760;17510;4
40760;36644;4
40776;19898;4
40776;35928;4
40903;1807;4
40903;13396;4
40903;47768;4
40903;89098;4
40903;127265;4
40903;191014;4
40903;228419;4
40903;246845;4
40933;7611;4
40933;127952;4
41082;36943;4
41126;5334;4
41126;29338;4
41126;42006;4
41126;48917;4
41194;14170;4
41194;255667;4
41317;5061;4
41317;15522;4
41487;8880;4
41487;41487;4
41487;42649;4
41487;47235;4
41487;51134;4
41558;15654;4
41558;39227;4
41573;222;4
41573;90864;4
41573;144126;4
41573;222195;4
41835;8858;4
41835;30323;4
41872;11603;4
41872;12162;4
41953;32580;4
41953;180216;4
41967;37047;4
41967;192296;4
41992;7611;4
41992;11603;4
42006;5334;4
42006;12636;4
42006;41126;4
42006;44678;4
42006;144454;4
42006;163084;4
42006;182729;4
42006;202943;4
42006;212592;4
42006;228342;4
42006;239408;4
42006;253458;4
42049;42649;4
42049;224332;4
42220;33135;4
42220;49941;4
42252;16173;4
42252;38217;4
42339;27419;4
42339;49569;4
42525;34162;4
42525;39655;4
42551;129041;4
42551;135251;4
42551;234322;4
42551;234431;4
42642;8874;4
42642;12162;4
42642;45115;4
42649;7920;4
42649;8661;4
42649;8874;4
42649;9042;4
42649;9323;4
42649;9429;4
42649;13096;4
42649;17543;4
42649;18528;4
42649;22446;4
42649;22604;4
42649;31874;4
42649;32014;4
42649;35210;4
42649;35223;4
42649;36746;4
42649;41487;4
42649;42049;4
42649;42649;4
42649;43531;4
42649;47492;4
42649;52766;4
42649;67945;4
42649;99726;4
42649;129041;4
42649;135251;4
42649;169609;4
42649;186637;4
42649;193647;4
42649;207982;4
42649;217300;4
42649;217660;4
42649;224332;4
42649;231447;4
42787;9429;4
42787;13653;4
42918;5397;4
42918;35743;4
42918;47492;4
42940;30778;4
42940;40110;4
43187;237953;4
43207;5061;4
43210;566;4
43210;173246;4
43228;2837;4
43228;30259;4
43228;31874;4
43228;32383;4
43228;36200;4
43228;89508;4
43228;143272;4
43228;225762;4
43292;20419;4
43292;45528;4
43390;4919;4
43390;29204;4
43390;36746;4
43390;51104;4
43531;3057;4
43531;8561;4
43531;9323;4
43531;42649;4
43531;47492;4
43531;67945;4
43531;97611;4
43531;129041;4
43531;135251;4
43531;193647;4
43531;217300;4
43531;231447;4
43531;233851;4
43678;4196;4
43678;12853;4
43688;11268;4
43688;13768;4
43699;999;4
43699;21635;4
43699;30473;4
43699;36615;4
43740;10269;4
43740;18332;4
43740;27443;4
43740;33420;4
43778;29757;4
43778;44886;4
43880;2705;4
43880;44423;4
43880;50366;4
44081;9433;4
44081;24916;4
44086;45650;4
44086;50550;4
44089;167487;4
44091;67945;4
44091;83779;4
44113;1295;4
44164;2837;4
44311;8874;4
44311;107604;4
44423;43880;4
44423;137130;4
44423;212566;4
44477;44496;4
44477;163084;4
44496;44477;4
44496;45387;4
44496;46511;4
44623;6209;4
44623;49940;4
44624;10353;4
44624;49940;4
44625;44626;4
44625;49940;4
44626;44625;4
44626;44627;4
44627;10369;4
44627;44626;4
44678;42006;4
44886;726;4
44886;43778;4
44935;17004;4
44935;45508;4
45019;22830;4
45019;35577;4
45024;6244;4
45024;8874;4
45024;9772;4
45024;16192;4
45024;45115;4
45024;169609;4
45115;7611;4
45115;8874;4
45115;9772;4
45115;15522;4
45115;17141;4
45115;22781;4
45115;29204;4
45115;31874;4
45115;35223;4
45115;36746;4
45115;38398;4
45115;42642;4
45115;45024;4
45115;47492;4
45115;144126;4
45115;169609;4
45115;246845;4
45115;253009;4
45116;1807;4
45116;11081;4
45116;13754;4
45116;89098;4
45116;89099;4
45305;21957;4
45305;32568;4
45387;19990;4
45387;37047;4
45387;44496;4
45387;112449;4
45387;134415;4
45390;31358;4
45390;35070;4
45405;7272;4
45405;50313;4
45459;54896;4
45459;123881;4
45465;47310;4
45465;50554;4
45508;1529;4
45508;11276;4
45508;44935;4
45528;9133;4
45528;43292;4
45538;9133;4
45650;44086;4
45650;48195;4
45737;2031;4
45737;46743;4
45737;163084;4
45741;53775;4
45741;144126;4
45766;13526;4
45766;48917;4
45766;87577;4
45782;27111;4
45796;20743;4
45809;127388;4
45825;7382;4
45825;17847;4
45837;9397;4
45837;90075;4
45837;209812;4
45865;35933;4
45865;40031;4
46296;15778;4
46296;35703;4
46296;40672;4
46311;5334;4
46311;151091;4
46317;19683;4
46363;6436;4
46363;7611;4
46363;23764;4
46363;32383;4
46396;30373;4
46396;167487;4
46481;25104;4
46481;153383;4
46511;38380;4
46511;44496;4
46638;17847;4
46638;28846;4
46669;728;4
46669;2185;4
46706;20419;4
46706;21600;4
46743;5743;4
46743;45737;4
46771;17385;4
46771;19632;4
46771;23407;4
46771;24841;4
46771;29725;4
46771;30141;4
46771;31338;4
46771;39109;4
46771;47492;4
46771;120963;4
46771;176783;4
46771;189117;4
46771;192528;4
46771;246845;4
46932;173852;4
47021;49083;4
47021;105831;4
47036;15778;4
47036;32383;4
47036;35705;4
47036;40426;4
47083;49508;4
47220;9493;4
47220;30439;4
47220;110225;4
47220;249338;4
47235;29380;4
47235;41487;4
47257;24513;4
47257;32014;4
47257;236811;4
47257;240455;4
47257;244423;4
47291;1898;4
47291;10059;4
47310;11322;4
47310;45465;4
47336;17535;4
47336;144126;4
47492;566;4
47492;1508;4
47492;2837;4
47492;5273;4
47492;5397;4
47492;5749;4
47492;7351;4
47492;7920;4
47492;8874;4
47492;9032;4
47492;9323;4
47492;9772;4
47492;12052;4
47492;12162;4
47492;12281;4
47492;13096;4
47492;15522;4
47492;16401;4
47492;17141;4
47492;23798;4
47492;25945;4
47492;28846;4
47492;30141;4
47492;30363;4
47492;31874;4
47492;32014;4
47492;35743;4
47492;42649;4
47492;43531;4
47492;45115;4
47492;46771;4
47492;47492;4
47492;53252;4
47492;67945;4
47492;76548;4
47492;77022;4
47492;97611;4
47492;99726;4
47492;118526;4
47492;120963;4
47492;123428;4
47492;144126;4
47492;157822;4
47492;159870;4
47492;169609;4
47492;176783;4
47492;180647;4
47492;183241;4
47492;217660;4
47492;224605;4
47492;227493;4
47492;246845;4
47492;257592;4
47496;11603;4
47496;15522;4
47496;20036;4
47655;39792;4
47681;5590;4
47681;246845;4
47730;726;4
47730;9960;4
47768;14170;4
47768;22508;4
47768;24990;4
47768;36943;4
47768;39109;4
47768;40903;4
47768;109469;4
47768;127265;4
47768;133513;4
47768;172535;4
47768;189117;4
47768;218707;4
47768;246845;4
47768;252251;4
47793;5178;4
47793;28035;4
47793;50957;4
47884;5590;4
47884;12162;4
47884;15522;4
47884;17141;4
47884;26865;4
47884;31255;4
47884;33058;4
47884;51003;4
47884;90864;4
47884;144126;4
48176;7151;4
48176;22891;4
48195;45650;4
48207;21937;4
48207;55622;4
48500;8739;4
48500;51221;4
48599;31793;4
48599;236811;4
48633;20894;4
48633;28377;4
48917;32494;4
48917;41126;4
48917;45766;4
48977;5047;4
48977;40575;4
48996;12164;4
49083;12636;4
49083;47021;4
49083;160269;4
49145;8401;4
49145;82693;4
49233;8827;4
49233;50955;4
49251;13894;4
49251;18517;4
49367;37714;4
49367;39564;4
49508;47083;4
49508;70231;4
49569;2015;4
49569;42339;4
49630;3498;4
49630;9032;4
49646;24901;4
49646;191765;4
49646;239408;4
49674;39262;4
49674;161148;4
49861;21094;4
49861;56991;4
49940;44623;4
49940;44624;4
49940;44625;4
49940;49940;4
49941;42220;4
49941;49942;4
49942;49941;4
49942;50393;4
49943;112991;4
49978;4049;4
49978;50211;4
49979;26699;4
49979;39655;4
50073;12027;4
50073;14784;4
50135;16844;4
50168;12745;4
50168;29943;4
50168;224514;4
50211;32582;4
50211;49978;4
50244;17151;4
50244;200757;4
50313;18528;4
50313;45405;4
50328;27023;4
50328;97611;4
50329;24964;4
50329;212566;4
50366;24964;4
50366;43880;4
50390;5474;4
50390;10372;4
50393;9955;4
50393;49942;4
50505;12874;4
50505;222979;4
50550;10022;4
50550;44086;4
50554;36778;4
50554;45465;4
50698;114598;4
50698;261032;4
50761;24296;4
50761;25411;4
50953;12913;4
50953;15210;4
50955;18079;4
50955;49233;4
50956;18150;4
50956;50957;4
50957;5178;4
50957;47793;4
50957;50956;4
51002;39525;4
51002;40713;4
51003;38953;4
51003;47884;4
51017;18079;4
51017;19801;4
51104;8401;4
51104;43390;4
51134;17423;4
51134;41487;4
51221;48500;4
51224;246845;4
51273;20637;4
52288;262053;4
52634;72701;4
52642;150070;4
52766;42649;4
52766;169609;4
53192;226066;4
53252;31793;4
53415;249927;4
53416;135214;4
53574;254666;4
53775;8827;4
53775;12972;4
53775;14170;4
53775;17535;4
53775;18044;4
53775;23846;4
53775;31481;4
53775;34162;4
53775;34325;4
53775;45741;4
53775;122631;4
53775;144126;4
53775;227737;4
53775;260825;4
53870;142124;4
54121;63747;4
54320;135215;4
54854;245000;4
54896;45459;4
54896;159681;4
54938;16308;4
55622;40672;4
55622;48207;4
55821;259505;4
56025;189550;4
56027;168257;4
56027;189550;4
56255;123428;4
56688;72886;4
56991;49861;4
56991;109985;4
57008;62318;4
57381;122083;4
58332;94560;4
58414;209545;4
58529;68207;4
58530;181442;4
58530;204677;4
58745;153050;4
58746;154817;4
59874;67201;4
59913;102130;4
60248;123046;4
60313;189156;4
60317;261577;4
60694;54854;4
60695;114286;4
60784;73739;4
60784;84181;4
60855;195396;4
60929;15912;4
60929;18462;4
62043;262053;4
62231;10312;4
62246;98084;4
62247;255066;4
62318;15213;4
62336;218004;4
62336;221977;4
62958;249250;4
63048;7797;4
63048;19714;4
63048;132572;4
63147;62958;4
63147;106616;4
63252;226702;4
63293;136417;4
63579;90990;4
63747;233549;4
64408;32556;4
64409;3518;4
64441;64456;4
64444;248617;4
64456;194054;4
64459;227126;4
64460;64444;4
64831;192916;4
65081;114286;4
65135;66327;4
65607;22508;4
65607;36943;4
65607;100220;4
65607;204090;4
65617;193284;4
65649;117468;4
65649;150919;4
65649;250882;4
65999;118141;4
65999;215359;4
66176;7569;4
66176;148291;4
66301;139647;4
66327;204470;4
66858;230802;4
67201;204735;4
67945;5273;4
67945;7920;4
67945;9429;4
67945;13096;4
67945;17543;4
67945;24964;4
67945;26854;4
67945;35210;4
67945;43531;4
67945;44091;4
67945;110225;4
67945;120021;4
67945;123428;4
67945;129041;4
67945;135251;4
67945;136401;4
67945;144126;4
67945;154043;4
67945;161217;4
67945;188140;4
67945;231447;4
68059;5749;4
68059;31712;4
68205;58530;4
68207;83195;4
68829;242222;4
69624;37047;4
69786;192916;4
69883;100221;4
69885;22508;4
69910;241660;4
69911;79667;4
70231;31546;4
70231;49508;4
70283;114646;4
70284;192497;4
70342;91150;4
70342;133102;4
70799;176866;4
70803;214415;4
70955;150030;4
70956;72694;4
71983;62044;4
72147;234541;4
72147;241659;4
72694;54320;4
72701;117848;4
72885;77418;4
72886;80956;4
73432;162901;4
73450;68205;4
73483;31793;4
73483;163666;4
73739;223799;4
73743;66301;4
73924;8827;4
73924;23853;4
73924;90864;4
74305;131942;4
74542;31793;4
74543;10976;4
74543;24513;4
74617;64441;4
74622;56688;4
75475;139987;4
75735;69786;4
75920;17543;4
75920;222979;4
76010;201356;4
76015;192642;4
76017;76010;4
76020;192642;4
76021;85046;4
76022;165950;4
76099;182221;4
76354;221021;4
76393;188010;4
76548;39109;4
76548;47492;4
76548;77022;4
76548;176783;4
76548;180647;4
76548;192528;4
76548;214121;4
76548;238154;4
76714;136419;4
77022;47492;4
77022;76548;4
77022;180647;4
77022;238154;4
77132;40004;4
77161;175593;4
77166;118299;4
77312;160710;4
77312;166691;4
77418;126282;4
79153;1528;4
79154;145849;4
79667;60317;4
79667;89353;4
79668;60317;4
79668;69910;4
80031;173148;4
80048;135149;4
80049;117468;4
80745;143590;4
80956;53574;4
81237;109990;4
81238;231950;4
81756;107512;4
81895;24932;4
82117;76714;4
82256;199626;4
82408;3922;4
82408;16401;4
82408;21096;4
82408;189501;4
82408;247055;4
82432;45387;4
82693;49145;4
82693;153197;4
82803;76021;4
82838;242528;4
83174;76015;4
83195;131934;4
83484;200865;4
83489;176985;4
83554;110225;4
83554;126575;4
83779;6308;4
83779;16358;4
83779;44091;4
83779;157111;4
83779;255066;4
84057;96;4
84057;245334;4
84180;228463;4
84181;72885;4
84375;5334;4
84375;12324;4
84542;101788;4
84542;102791;4
84616;87200;4
85046;221977;4
85172;18150;4
85172;30439;4
85544;208900;4
85556;189543;4
85557;173951;4
85753;87577;4
85788;234609;4
86532;96254;4
86629;23853;4
86629;90864;4
86629;144126;4
86629;216058;4
86852;118301;4
86853;204741;4
87129;101790;4
87133;212592;4
87180;64460;4
87200;159394;4
87560;221871;4
87577;75735;4
87577;192916;4
87661;90677;4
88398;21480;4
88398;130270;4
88704;30699;4
88704;90864;4
88808;34211;4
88919;180899;4
89098;40903;4
89098;45116;4
89099;45116;4
89099;108987;4
89099;195357;4
89119;9042;4
89119;34360;4
89119;138880;4
89119;169609;4
89119;253207;4
89119;253209;4
89352;79668;4
89353;138474;4
89402;141870;4
89508;131777;4
89742;220076;4
90075;45837;4
90075;224514;4
90089;248340;4
90099;90089;4
90677;134575;4
90677;134576;4
90685;121788;4
90864;8827;4
90864;11626;4
90864;14170;4
90864;17510;4
90864;18517;4
90864;23853;4
90864;36509;4
90864;41573;4
90864;47884;4
90864;73924;4
90864;88704;4
90864;108338;4
90864;144126;4
90864;193765;4
90864;223486;4
90864;229593;4
90989;193693;4
90989;202758;4
90989;236811;4
90990;99391;4
91150;70342;4
91150;120728;4
91490;189578;4
91637;101334;4
91947;23764;4
91947;32383;4
91947;242224;4
91994;3922;4
91994;13096;4
91994;16401;4
91994;189501;4
91994;212566;4
92054;188559;4
92488;92489;4
92489;92490;4
92490;185111;4
92491;90099;4
92563;5080;4
92563;133513;4
92563;192296;4
93267;131776;4
94035;36161;4
94036;1201;4
94175;30363;4
94560;192916;4
94748;9311;4
94748;15522;4
94764;40124;4
94764;94874;4
94874;16546;4
94874;94764;4
95005;195757;4
96055;109187;4
96061;201189;4
96063;202577;4
96083;63147;4
96160;87560;4
96254;232541;4
96255;54103;4
96717;233007;4
97611;8561;4
97611;27023;4
97611;43531;4
97611;50328;4
97611;98578;4
97611;223680;4
97611;231447;4
98084;62247;4
98084;196612;4
98190;151091;4
98578;97611;4
98578;231447;4
98673;58332;4
98760;4342;4
98760;5080;4
99390;131779;4
99391;126933;4
99455;252335;4
99496;73743;4
99496;161336;4
99691;197043;4
99726;7920;4
99726;28846;4
99726;32014;4
99726;40475;4
99726;42649;4
99726;47492;4
100220;69885;4
100221;65607;4
100611;244538;4
101002;129247;4
101263;163779;4
101334;176064;4
101597;150919;4
101729;58529;4
101788;87133;4
101790;84542;4
102130;59912;4
102289;7465;4
102289;9427;4
102753;82256;4
102791;105839;4
102848;149504;4
103258;549;4
103258;123857;4
103837;232818;4
103920;129959;4
104268;435;4
104268;6878;4
104522;201189;4
105121;82838;4
105630;184253;4
105831;188799;4
105839;47021;4
106502;260862;4
106613;151481;4
106616;106613;4
106928;27;4
107366;29814;4
107512;70955;4
107604;15654;4
107604;94748;4
108209;157110;4
108338;221;4
108338;5826;4
108338;11626;4
108338;17510;4
108338;29943;4
108338;35987;4
108338;40713;4
108338;90864;4
108338;122631;4
108338;127044;4
108338;144126;4
108338;148291;4
108338;223486;4
108987;89099;4
108987;139080;4
109187;215877;4
109446;12027;4
109469;47768;4
109469;218707;4
109469;246845;4
109630;7382;4
109630;16358;4
109630;28846;4
109824;167960;4
109985;56991;4
109985;227646;4
109985;247802;4
109990;89402;4
110225;7276;4
110225;27133;4
110225;46932;4
110225;47220;4
110225;67945;4
110225;83554;4
110225;126575;4
110225;129041;4
110225;154043;4
110740;63293;4
110920;91490;4
111408;43740;4
112003;156626;4
112119;261050;4
112212;82117;4
112449;44496;4
112449;134415;4
112449;149631;4
112449;239408;4
112492;167608;4
112508;224677;4
112655;1508;4
112655;7399;4
112655;47492;4
112655;224605;4
112655;227493;4
112655;227498;4
112991;213367;4
113302;92054;4
113617;1166;4
113617;36082;4
113617;217724;4
114136;123857;4
114283;90685;4
114283;114482;4
114283;158683;4
114283;174516;4
114283;210852;4
114286;197491;4
114440;110920;4
114482;174516;4
114585;45766;4
114598;10840;4
114646;168906;4
115508;76393;4
116095;187357;4
116957;3057;4
116957;8561;4
117063;132877;4
117107;163303;4
117468;65649;4
117468;80048;4
117468;175910;4
117468;227356;4
117848;121295;4
118030;125045;4
118084;192032;4
118141;191000;4
118299;86853;4
118301;77161;4
118526;5334;4
118527;47492;4
118554;35738;4
119256;12536;4
119786;113302;4
119839;153647;4
119840;40110;4
120021;67945;4
120098;123781;4
120098;128106;4
120304;250830;4
120726;120728;4
120726;254567;4
120728;91150;4
120728;120726;4
120963;19632;4
120963;46771;4
120963;246845;4
121283;185587;4
121295;220019;4
121414;215104;4
121788;60695;4
122083;180898;4
122084;161337;4
122116;257119;4
122447;2837;4
122454;96061;4
122454;201189;4
122631;234;4
122631;5826;4
122631;11626;4
122631;17510;4
122631;18517;4
122631;30699;4
122631;40052;4
122631;53775;4
122631;90864;4
122631;108338;4
122685;59913;4
122975;3921;4
122975;36907;4
123046;92488;4
123401;30058;4
123408;98190;4
123428;12154;4
123428;18302;4
123428;24964;4
123428;25104;4
123428;47492;4
123428;67945;4
123428;144126;4
123428;161217;4
123428;223680;4
123428;231447;4
123428;237601;4
123468;136401;4
123468;144126;4
123781;120098;4
123781;137130;4
123857;103258;4
123857;219768;4
123881;45459;4
124257;259517;4
124304;160519;4
124306;223799;4
125045;169693;4
125046;64831;4
125046;149864;4
125959;17099;4
125959;134136;4
126007;135812;4
126009;167954;4
126282;81895;4
126282;220543;4
126294;34211;4
126294;128106;4
126575;23546;4
126575;35210;4
126575;38473;4
126575;83554;4
126575;110225;4
126575;129041;4
126575;173852;4
126575;177013;4
126853;9759;4
126853;16546;4
126933;246414;4
127044;17510;4
127044;108338;4
127265;13396;4
127265;40903;4
127265;47768;4
127265;191014;4
127388;114283;4
127388;236640;4
127508;22517;4
127508;216427;4
127952;38178;4
127952;40933;4
127952;242264;4
128106;120098;4
128106;126294;4
129041;621;4
129041;35210;4
129041;42551;4
129041;42649;4
129041;67945;4
129041;110225;4
129041;126575;4
129158;70956;4
129247;178293;4
129373;206213;4
129872;27133;4
129872;220630;4
129959;197168;4
130137;187668;4
130138;140064;4
130270;88398;4
130753;140651;4
130818;99390;4
131071;139034;4
131776;231475;4
131777;122447;4
131779;73432;4
131828;4196;4
131828;5749;4
131828;215636;4
131934;174921;4
131942;166350;4
132544;187726;4
132560;176065;4
132562;137767;4
132572;7564;4
132572;63048;4
132646;149965;4
132877;242207;4
133026;11322;4
133102;70342;4
133102;216952;4
133513;8874;4
133513;29414;4
133513;47768;4
133513;92563;4
133587;178494;4
133702;211970;4
134047;143589;4
134136;5044;4
134136;17099;4
134136;125959;4
134250;260045;4
134357;140063;4
134358;189152;4
134364;220990;4
134364;227493;4
134415;24901;4
134415;37047;4
134415;45387;4
134415;89742;4
134415;191765;4
134415;239408;4
134566;58414;4
134575;84616;4
134576;215347;4
135094;239454;4
135149;80049;4
135149;261050;4
135214;81756;4
135214;254729;4
135215;53415;4
135251;9429;4
135251;42551;4
135251;42649;4
135251;43531;4
135251;67945;4
135251;129041;4
135811;126009;4
135812;163302;4
136401;67945;4
136401;123468;4
136417;74622;4
136417;182565;4
136419;189655;4
136771;134250;4
137028;235814;4
137084;22098;4
137084;144126;4
137130;44423;4
137130;123781;4
137767;207133;4
137768;132560;4
138473;179494;4
138474;213979;4
138690;158478;4
138880;34360;4
138880;163318;4
139034;102753;4
139075;108987;4
139080;228418;4
139226;114286;4
139226;238181;4
139647;259387;4
139810;172731;4
139820;157829;4
139987;24795;4
140063;130137;4
140064;218174;4
140327;60855;4
140651;29211;4
140651;96063;4
140651;202577;4
140991;221869;4
141049;180352;4
141870;238968;4
141908;189543;4
141911;224916;4
141940;141945;4
141940;187575;4
141945;225092;4
142033;261032;4
142124;114440;4
142405;153546;4
142480;4049;4
142850;104522;4
143272;82693;4
143416;174660;4
143589;142405;4
143590;66858;4
143616;166409;4
143813;24795;4
143813;156436;4
144126;5273;4
144126;8874;4
144126;12162;4
144126;14170;4
144126;15522;4
144126;17535;4
144126;22446;4
144126;23798;4
144126;23853;4
144126;24964;4
144126;25104;4
144126;31344;4
144126;32327;4
144126;33053;4
144126;33058;4
144126;34498;4
144126;41573;4
144126;45024;4
144126;45115;4
144126;45741;4
144126;47336;4
144126;47492;4
144126;47884;4
144126;53775;4
144126;67945;4
144126;86629;4
144126;90864;4
144126;108338;4
144126;123428;4
144126;123468;4
144126;137084;4
144126;161217;4
144126;169609;4
144126;174320;4
144126;177080;4
144126;191014;4
144126;191600;4
144126;193647;4
144126;193765;4
144126;227737;4
144126;232123;4
144454;5334;4
144454;42006;4
144454;45387;4
144454;45737;4
144454;163084;4
144454;192916;4
144454;239408;4
145364;88919;4
145365;241540;4
145661;255099;4
145662;251623;4
145796;18857;4
145796;28035;4
145849;23623;4
147042;20753;4
147042;251328;4
148235;247055;4
148291;17867;4
148291;19980;4
148291;31344;4
148291;66176;4
148291;108338;4
148669;178047;4
149503;109824;4
149504;155988;4
149631;134415;4
149864;192916;4
149965;85788;4
150030;250529;4
150070;237723;4
150803;159117;4
150804;99455;4
150881;248449;4
150919;65649;4
150919;121283;4
151054;73450;4
151091;31569;4
151184;81237;4
151481;155946;4
151481;241262;4
152784;215694;4
152785;254189;4
153050;134047;4
153197;43228;4
153298;5590;4
153298;38821;4
153298;51224;4
153317;103920;4
153383;22098;4
153383;46481;4
153403;185248;4
153545;80745;4
153546;222549;4
153647;43210;4
154043;35210;4
154043;67945;4
154043;110225;4
154179;220947;4
154712;206773;4
154813;165597;4
154817;58745;4
154817;118084;4
155026;215932;4
155026;250400;4
155547;145662;4
155946;150881;4
155987;149503;4
155988;165845;4
156355;12162;4
156436;19683;4
156484;76099;4
156626;206884;4
156788;63252;4
156789;31747;4
157110;83779;4
157111;166382;4
157822;47492;4
157829;202887;4
158329;13754;4
158478;96055;4
158478;148669;4
158479;96055;4
158683;174516;4
158736;112003;4
158820;62336;4
158844;158329;4
158845;22000;4
159116;150804;4
159117;160518;4
159394;85544;4
159681;12695;4
159681;14786;4
159681;54896;4
159870;47492;4
159870;176783;4
159870;192528;4
159870;193693;4
159870;257591;4
159870;257592;4
160087;117107;4
160112;256110;4
160269;12636;4
160269;49083;4
160503;53870;4
160518;124306;4
160519;159116;4
160709;77312;4
160710;227358;4
160878;190635;4
161148;33422;4
161148;49674;4
161217;5273;4
161217;67945;4
161217;123428;4
161217;144126;4
161217;174320;4
161217;212566;4
161333;101263;4
161336;57381;4
161337;238968;4
161421;89119;4
162599;258106;4
162751;262062;4
162900;63579;4
162901;202888;4
163084;5334;4
163084;22015;4
163084;32936;4
163084;42006;4
