source;target;layer;year
3642249;1740723;collab;2010
588989;2245140;collab;1998
9137032;282750;collab;2009
731329;1628808;collab;1985
921043;3041599;collab;1997
936378;385346;collab;2004
994018;261768;collab;1990
357786;10498782;collab;1981
263352;331022;collab;2010
10707577;93428;collab;2004
93400;96424;collab;2011
1351972;53761504;collab;2010
2335802;1363826;collab;2008
915593;601959;collab;2007
53192;2181032;collab;2003
2522756;13445779;collab;2008
17902638;1417835;collab;2000
3365332;92804;collab;2003
64290;47724940;collab;1994
3365265;1494848;collab;2000
47545094;1894512;collab;2011
3439731;134086;collab;2009
9233468;417545;collab;2001
369656;15534;collab;1998
1066211;386271;collab;1998
10832690;994018;collab;2011
406614;2357467;collab;2003
2004084;3549915;collab;2009
107093;483555;collab;2008
5031278;55177847;collab;2010
1548385;51463329;collab;1999
3484240;40419564;collab;2006
676309;149201;collab;2010
588349;1200530;collab;2011
522060;994018;collab;1991
651512;947248;collab;2008
976195;3377755;collab;2009
15534;51221408;collab;1985
732171;601959;collab;2007
1826743;1479936;collab;2011
880017;498250;collab;2001
306815;1943259;collab;2008
390017;1548517;collab;1993
299484;1054280;collab;2009
18557017;9116441;collab;1987
1520745;3365406;collab;2010
688801;7521;collab;2011
6892255;2539048;collab;2010
9095805;3823274;collab;2001
34063294;937815;collab;2011
23115242;1628808;collab;1996
687366;312700;collab;2011
17904819;52290693;collab;2001
2262242;2917734;collab;2010
416961;1456480;collab;2010
78072;51352151;collab;1993
18109727;26112;collab;2008
3317401;1922927;collab;2002
601959;1780247;collab;2011
3629731;52818972;collab;2008
57153;229270;collab;1999
51670;485160;collab;2009
1818317;3365188;collab;1998
1695628;3322859;collab;2000
6117682;10832690;collab;2008
26526;1354417;collab;2002
22304884;12412915;collab;1985
34063282;55105366;collab;2011
56540832;358294;collab;2001
1091668;2338139;collab;1994
417526;1559089;collab;2012
3507709;3641050;collab;2007
18489538;1176051;collab;2009
1392090;545451;collab;2008
1613090;83891;collab;1996
47415187;3316959;collab;2003
10707577;1769228;collab;2008
2689917;49517156;collab;2011
3564564;730858;collab;2011
968863;167442;collab;2003
53637959;57153;collab;2002
10879335;1291393;collab;2009
994018;22304884;collab;1990
3602440;2247005;collab;2009
464355;47382659;collab;2001
522060;87624;collab;1991
1980991;3365270;collab;1997
738787;55932852;collab;2003
21997;3316959;collab;2004
3462403;1402107;collab;2005
34063301;1079004;collab;2011
379385;2298592;collab;2007
10497479;1808203;collab;1988
1536123;1315774;collab;2010
3832289;3316959;collab;2010
561063;831237;collab;1985
53554938;819325;collab;2011
50151115;10527234;collab;1988
131706;880017;collab;2003
154743;3506430;collab;2009
688801;149201;collab;2008
675055;1011545;collab;2004
489816;1536874;collab;2002
181077;10832690;collab;1999
1121404;52664776;collab;2004
1730292;303817;collab;1990
1819604;724623;collab;2010
9668529;347930;collab;2011
824769;795368;collab;2000
2702206;3317730;collab;2006
7521;688801;collab;2010
587345;135663;collab;1996
261768;632279;collab;1987
1461050;695562;collab;1988
1329528;699977;collab;2003
542924;601959;collab;2009
563416;1054280;collab;2004
2241634;44685;collab;2002
53761504;1109340;collab;1998
1727611;85018;collab;1985
10528304;3365365;collab;2002
55105366;6923352;collab;2006
379385;1140946;collab;2008
40419197;1995279;collab;2002
3017784;840008;collab;2010
12518928;755515;collab;2008
1250836;47257876;collab;1992
53679202;236541;collab;2002
1140946;53574490;collab;1999
53785648;2624870;collab;2008
2522756;2340309;collab;2008
18573511;1570792;collab;2008
2437370;2340538;collab;2011
3409131;287967;collab;2006
772610;714314;collab;1999
604144;50942813;collab;2002
3365333;92804;collab;2003
40441576;1194029;collab;1997
1034757;731329;collab;1989
1208922;3365318;collab;2007
386271;10517494;collab;2005
898125;1111513;collab;2008
26112;1695628;collab;2001
3106274;53192;collab;2010
10878478;287967;collab;2008
5974939;1425548;collab;2008
1431306;3629739;collab;2008
678043;3618381;collab;2010
3640744;1245783;collab;2010
2624870;1370132;collab;2011
1695830;1455907;collab;2001
3581624;755515;collab;2011
3365360;3299730;collab;1994
3379355;53633506;collab;2007
1123207;26112;collab;2008
3635891;714492;collab;2011
756948;409393;collab;2008
361097;11558935;collab;2011
1121404;3365356;collab;2004
1749648;1219483;collab;2003
361097;3485100;collab;2011
673325;1166274;collab;2000
2126906;549565;collab;2008
16548;1780247;collab;2002
5463301;2004084;collab;2010
3442398;417545;collab;2011
2144678;1894512;collab;2001
153459;436647;collab;2006
340981;3341885;collab;2006
53530987;945317;collab;1999
3571616;47471283;collab;2007
149736;1370457;collab;2003
1521045;1722247;collab;1981
368747;3462420;collab;2009
831237;628230;collab;2005
21997;1399202;collab;2009
110282;1200159;collab;2005
384014;26112;collab;2003
588989;1446844;collab;1998
1417835;608369;collab;1998
3349370;3506430;collab;2009
42189162;1695628;collab;2009
12630491;2677845;collab;1989
755515;2689917;collab;2005
897199;2167811;collab;2000
1695628;1662749;collab;2001
193776;748886;collab;2002
954490;40421427;collab;2000
3365228;1200159;collab;2000
810078;34117378;collab;2007
831237;2295139;collab;2003
936378;287967;collab;2009
130210;379385;collab;2010
401293;524350;collab;1994
1236596;601959;collab;2009
1750191;1017214;collab;1993
790244;93428;collab;1997
1633442;2122309;collab;1993
47665239;1628808;collab;1989
797671;783802;collab;2011
624861;851440;collab;2001
1117178;53781155;collab;1989
1548597;2149865;collab;2006
40422587;2421538;collab;1988
1695628;794527;collab;2000
819325;3983755;collab;2011
1147403;1123088;collab;2002
385681;918978;collab;2000
3638753;968863;collab;2007
1234470;1488310;collab;2000
588349;1695628;collab;2005
840035;994018;collab;1992
421979;1200159;collab;1994
3106274;253283;collab;2010
2689917;5730;collab;2005
588989;1299096;collab;1998
738787;79857;collab;2003
3325711;1017214;collab;1996
379385;56828080;collab;2007
105314;1411009;collab;2009
3629736;602537;collab;2008
1156353;50535294;collab;1994
3619446;1784695;collab;2010
1463164;625296;collab;2001
764117;20544;collab;2005
954490;6923352;collab;2000
2078186;253283;collab;2002
1536874;2945658;collab;2010
3832252;494965;collab;2009
3439731;724623;collab;2008
390956;306675;collab;1995
936378;794527;collab;2002
772610;954490;collab;1999
3561475;1993470;collab;2008
53371505;10498782;collab;1981
7873887;55178513;collab;2006
3635905;601959;collab;2010
2298592;1269985;collab;2009
2421538;417545;collab;2002
1577705;1995279;collab;2002
61801;421979;collab;1994
586915;9431810;collab;2011
235376;1048896;collab;2011
783089;23483938;collab;2006
3563293;3832275;collab;2009
772610;53506045;collab;1999
1743165;3379355;collab;2005
300979;10706025;collab;2011
55046195;18461058;collab;2010
868730;64290;collab;2001
227148;2547633;collab;2010
1087377;1643665;collab;2007
1208922;954490;collab;2007
1200159;92804;collab;2006
430541;1040735;collab;1996
3552786;1818317;collab;2007
50151115;1628808;collab;1988
795368;1200530;collab;2010
491458;55932852;collab;2005
3832289;824769;collab;2008
594770;84674;collab;2002
834228;810133;collab;2010
3409131;3315271;collab;2006
1800649;3313313;collab;1998
1500881;406614;collab;2009
6825;482936;collab;2004
508274;1628808;collab;1990
1780247;1208922;collab;2004
3579401;1140946;collab;2007
1011545;675055;collab;2004
724810;2769047;collab;2010
795368;44685;collab;2000
976195;54170929;collab;2009
57153;50699463;collab;1999
688801;755515;collab;2003
3629727;15534;collab;2008
13205983;633471;collab;2011
10529311;406798;collab;2000
936378;3322859;collab;2002
340666;40419564;collab;2005
256291;2295139;collab;1999
53157704;70423;collab;1997
486954;295616;collab;2011
386363;55292327;collab;1987
1769228;755515;collab;2001
3983755;441490;collab;2010
64290;1488310;collab;1994
3571631;485160;collab;2011
2522756;43396392;collab;2008
29157558;714492;collab;2011
1025739;3299730;collab;1994
57153;85038;collab;1993
688801;53510019;collab;2001
3642208;193776;collab;2010
1333631;92403;collab;1993
1332785;540819;collab;1989
23414531;80674;collab;2000
817180;21997;collab;2011
79984;2344131;collab;2006
1769228;97170;collab;2001
9426735;16649;collab;2011
441589;3520741;collab;2009
1644999;237813;collab;2004
416961;224552;collab;2010
12716274;1166274;collab;2000
2263719;929601;collab;2009
3629694;773154;collab;2010
2263719;954490;collab;2009
1434215;1225906;collab;2005
1058778;53307089;collab;2006
921043;3365270;collab;1997
3284151;145518;collab;2008
42138;51260575;collab;2009
17897922;50412641;collab;1998
583220;1990966;collab;2002
408891;114000;collab;1989
1903859;1780247;collab;2000
1096084;84472;collab;2002
625296;84674;collab;2000
1732789;47690710;collab;1985
9432059;18792563;collab;2012
3530299;3308035;collab;2007
3635893;4040114;collab;2009
11645124;417545;collab;2011
305047;2298592;collab;2008
724872;50412641;collab;2008
4305354;1818317;collab;2010
893694;4212278;collab;2003
2539048;2126906;collab;2010
34061757;601959;collab;2011
1126212;2295139;collab;2009
3365259;907598;collab;1979
641172;1358719;collab;1984
1123088;18792563;collab;2007
2023353;3314566;collab;2004
3795485;22304884;collab;2005
93400;384301;collab;2011
3314566;1176051;collab;2001
1411929;867633;collab;2008
10313;17904819;collab;2003
1546349;1123207;collab;2006
1902888;10715604;collab;1984
1138939;695562;collab;1988
601959;50412641;collab;2000
2539048;4689358;collab;2009
1091008;1593506;collab;2005
388118;1232150;collab;2003
169069;587345;collab;2011
3106274;19202;collab;2010
416961;587345;collab;2010
5032101;22843173;collab;1999
623675;1200159;collab;1996
305047;1140946;collab;2007
54093254;3330532;collab;2002
53307089;2181032;collab;2004
84674;708524;collab;2000
169069;12518928;collab;2009
1431306;3501579;collab;2008
46356;47654842;collab;1994
3330274;1074967;collab;1982
1500881;181077;collab;2000
936923;1011874;collab;2000
1390557;1086894;collab;2000
34063315;1628664;collab;2011
34063294;9432059;collab;2011
2313275;3313407;collab;2010
3823274;384014;collab;2004
299610;632279;collab;1993
994018;571081;collab;1999
47666558;56623483;collab;1982
676309;433468;collab;1998
422286;1206464;collab;2003
1200530;53786510;collab;2004
927949;794527;collab;2008
1573733;3619806;collab;2010
37078;1109340;collab;2000
3010168;1263828;collab;2008
53137515;419063;collab;1981
3310252;755515;collab;2010
817180;3616636;collab;2011
361097;134086;collab;2011
10523026;561596;collab;2002
1826743;2624870;collab;2009
1815433;5730;collab;1997
1769228;51705679;collab;2000
687366;6090;collab;2011
2023353;840008;collab;2004
3443839;1542517;collab;2005
1148867;252990;collab;1995
689320;937815;collab;2010
3005767;266758;collab;2004
3025603;817180;collab;2010
1095257;431388;collab;2009
40420210;2323706;collab;1993
3626301;6090;collab;2011
8017528;1428251;collab;2010
1727701;425306;collab;2009
2652515;3556501;collab;2010
1054280;852431;collab;2004
3545991;709570;collab;2011
304424;1554243;collab;2007
1509545;781239;collab;2004
651512;3439731;collab;2010
3348378;50677792;collab;1982
3316978;1263828;collab;2004
226748;53811374;collab;1988
332741;561596;collab;2000
666211;933536;collab;2005
738673;1536874;collab;2011
350565;1765828;collab;1982
134086;385346;collab;2005
974990;502782;collab;2010
3365363;3333413;collab;1989
221063;190200;collab;2009
991049;688801;collab;2006
933630;305047;collab;2010
107801;3832274;collab;2009
583220;275376;collab;2002
1332785;1461050;collab;1989
954490;417545;collab;1999
520332;403149;collab;2010
3641050;3313407;collab;2009
3627854;253283;collab;2011
426596;527569;collab;2003
2004084;42198548;collab;2010
699977;889494;collab;1997
10553656;64290;collab;2002
4774097;933536;collab;2010
957070;1152168;collab;2006
783089;287967;collab;2006
1392090;1048079;collab;2008
54762109;446203;collab;1978
53574490;1816816;collab;1999
42138;83891;collab;1997
390017;42138;collab;1993
145518;482936;collab;2002
2616261;1176051;collab;2002
1791432;1780247;collab;2001
2547633;1123088;collab;2008
1786377;48603799;collab;2002
53591624;1456480;collab;2010
2914935;1695628;collab;2008
558324;12651651;collab;1982
502845;1662749;collab;2004
1819604;10832690;collab;2010
2080261;1208922;collab;2005
305047;1819426;collab;2010
55870604;585017;collab;2002
1068200;52290693;collab;2003
811813;244466;collab;2011
3409297;2624870;collab;2009
3316959;53307089;collab;2009
3224753;2624870;collab;2012
2295139;1976075;collab;2010
5766956;3335145;collab;2011
2924426;53698797;collab;2009
53208785;2033428;collab;2001
1356251;47619090;collab;2009
817180;3549946;collab;2011
566838;385346;collab;2010
3394831;21818626;collab;1985
21997;947248;collab;2008
7521;2241634;collab;2011
10518122;175176;collab;1981
832349;1200159;collab;2008
1464329;1127180;collab;2009
1737640;1707855;collab;2000
9432001;12925057;collab;2010
3587996;738673;collab;2009
1688876;10832690;collab;1994
1536123;3546995;collab;2010
709853;1156820;collab;2007
2530406;1108299;collab;2007
224552;253283;collab;2002
1200159;64290;collab;2009
2518238;738673;collab;2009
3315534;2164557;collab;2007
755515;630735;collab;2006
3461811;10517494;collab;2005
441589;21029;collab;2007
991049;974990;collab;2006
96914;854124;collab;2003
1710746;65290;collab;2009
3832257;442978;collab;2009
16548;3365365;collab;2002
359050;1269985;collab;2005
724810;305065;collab;2008
20544;40419564;collab;2010
1819426;1695628;collab;2005
573577;1894512;collab;2002
1911914;2295139;collab;2003
287967;257916;collab;2005
1915999;1125047;collab;2009
1066211;616265;collab;1998
442978;3329404;collab;2006
419877;2667717;collab;1978
3494733;1263828;collab;2010
1488310;2677845;collab;2003
731329;233882;collab;2004
660171;349173;collab;1998
34063315;9140986;collab;2011
795368;160374;collab;1999
1613090;18046451;collab;1996
5904093;502782;collab;2009
10497479;2323706;collab;1990
16548;561596;collab;2002
1417835;10497604;collab;2002
688801;974990;collab;2001
414659;2344131;collab;1999
12925057;2389295;collab;2004
1095096;463577;collab;1992
755515;2114277;collab;2006
1402107;237904;collab;2003
3836999;3109325;collab;2011
1781284;47225740;collab;1997
1353596;42241901;collab;2006
957070;1527651;collab;2004
3329258;2667717;collab;1984
3530351;448985;cite;2006
1818317;177276;cite;2005
522060;85038;cite;1993
1327835;50818823;cite;1987
248041;1265522;cite;2005
54253983;53094898;cite;1993
1488310;64290;cite;1997
714492;21997;cite;2008
1412389;40422591;cite;1994
40421427;719117;cite;1994
1554243;327556;cite;2010
1542517;993605;cite;2003
3454752;1903859;cite;2004
1995279;1639466;cite;2007
754647;616265;cite;1998
918989;1897282;cite;2007
588989;40422606;cite;1998
3409373;145518;cite;2004
1399202;9149894;cite;2006
1208922;69050;cite;2003
2002962;298115;cite;2009
132076;384014;cite;2003
2078186;224552;cite;2002
18487991;152072;cite;2010
407713;2156230;cite;2004
314363;1389374;cite;1984
358294;40423002;cite;2001
1329528;9095805;cite;2008
3549946;971966;cite;2007
140972;1000284;cite;1995
719117;181077;cite;1991
588349;3549917;cite;2010
491458;666211;cite;2005
602537;1623165;cite;2004
1328979;1054090;cite;2001
3635905;811813;cite;2010
36880716;304424;cite;2000
489816;1780247;cite;2000
954490;790244;cite;1998
1467208;1691800;cite;2003
3635866;6827392;cite;2011
47257876;189707;cite;1984
236731;1049568;cite;2000
152072;18487991;cite;2010
379606;390305;cite;2002
3643460;502782;cite;2010
53982076;2474208;cite;1982
668758;2152712;cite;1999
167382;608369;cite;1985
3823274;340666;cite;2007
994018;61801;cite;1995
3708662;1721354;cite;2007
27742;1417835;cite;2006
53786510;436647;cite;1999
26112;3322859;cite;2001
588349;36706183;cite;2011
32444;2198129;cite;2001
494965;1109340;cite;2005
169566;10832690;cite;2002
2924426;1200530;cite;2009
634165;673325;cite;1999
1843723;386271;cite;2005
17927303;114000;cite;1988
1200159;1903859;cite;1994
10832690;852431;cite;2003
3352270;3313119;cite;1998
1199500;1990966;cite;2005
1022478;1710871;cite;2005
52565120;51142331;cite;1984
2078186;587345;cite;2002
53490115;49939857;cite;1997
662803;50206247;cite;2000
2456978;673325;cite;1999
3310252;1399202;cite;2011
48399987;323890;cite;1982
10879335;122030;cite;2009
1548597;1011545;cite;2006
3615310;1311173;cite;2008
537351;856095;cite;2010
133502;92403;cite;1996
384014;316437;cite;2003
1014928;1628808;cite;2002
3629717;957070;cite;2010
102979;47415191;cite;2007
2456978;181077;cite;1999
3365205;851440;cite;2000
3265440;2298592;cite;2008
1034757;3191377;cite;1989
49939857;793899;cite;1995
954490;417545;cite;2003
3317727;1598769;cite;1996
673325;755515;cite;2000
258675;991693;cite;2004
1915999;2624870;cite;2009
625296;84674;cite;2001
198605;3350496;cite;2004
10517400;877976;cite;1984
102979;3450212;cite;2007
1417835;1379905;cite;2002
3462409;54201790;cite;2005
811813;3317730;cite;2008
3641050;954490;cite;2008
1300174;20544;cite;2009
3317730;1200530;cite;2002
2324949;145518;cite;2004
219382;3322859;cite;2001
1048079;49740233;cite;2002
340666;1200530;cite;2005
1146031;5839168;cite;2001
3629710;1109340;cite;2009
12708149;53386702;cite;1992
10879335;1399202;cite;2010
96914;12716274;cite;2004
115555;691155;cite;2003
154743;601959;cite;2007
305857;2096458;cite;2003
487100;3329404;cite;2006
1769228;97170;cite;2000
220129;1536874;cite;1994
816221;1444062;cite;2003
59042;1417835;cite;2008
1818317;1200530;cite;2005
54651527;1710871;cite;2006
42138;705794;cite;2002
26526;26112;cite;2002
60337;9429566;cite;2010
634165;181077;cite;1999
757952;625296;cite;2001
1370132;1095096;cite;1993
10878477;1684895;cite;2008
47271543;907634;cite;2003
601959;856095;cite;2010
2523968;3549954;cite;2007
3505221;54170929;cite;2005
1863143;12716274;cite;2001
47718659;47491678;cite;2000
3549946;20544;cite;2008
17935198;2624870;cite;2010
1710746;3349370;cite;2010
123245;3629686;cite;2010
1417835;846388;cite;2003
54093254;40419186;cite;2002
2021939;6827392;cite;2002
92804;1156820;cite;2008
67090;1025739;cite;1990
795368;305047;cite;2010
10517400;1990966;cite;1984
23380572;1200530;cite;2010
509724;513051;cite;2000
9432059;494965;cite;2010
385681;436647;cite;2000
662803;237813;cite;2007
403149;2181032;cite;2011
1126212;54170929;cite;2010
53635840;2033428;cite;2001
722560;60393;cite;2007
377690;18082371;cite;2003
3629722;3832262;cite;2011
755515;1993470;cite;2002
795368;489816;cite;2002
561063;6923352;cite;2006
1434215;53519280;cite;2003
1818317;40419564;cite;2005
1887569;43118216;cite;2009
1123088;431388;cite;2007
9422356;918710;cite;2010
441589;628817;cite;2001
40419564;1417835;cite;1998
1156820;1577208;cite;2007
601959;937815;cite;2011
1328979;1054090;cite;2002
2078186;994018;cite;2002
1695628;1079004;cite;2007
740299;21818626;cite;2011
10832690;652039;cite;1992
3832287;3506430;cite;2009
1536874;1628808;cite;1999
1973531;53698797;cite;2003
42138;1464329;cite;2009
47190129;1792373;cite;2003
616265;994018;cite;1994
1119998;494965;cite;2010
21997;12518928;cite;2010
1751940;1695628;cite;2003
1628808;827526;cite;2008
22389311;1894512;cite;2009
3462409;3350496;cite;2005
1370132;489816;cite;2001
459308;125865;cite;2010
17902638;40419564;cite;2000
588989;120308;cite;1998
3313779;181077;cite;2007
2545300;1837262;cite;2008
527592;2164050;cite;2008
896065;84674;cite;2002
2186716;390956;cite;2006
1995279;2530441;cite;2011
20544;971966;cite;2007
506760;1943259;cite;2011
2004084;688801;cite;2009
3439731;20544;cite;2009
557751;783802;cite;2011
6117682;2798309;cite;2008
263352;2181032;cite;2010
20544;1200530;cite;2010
563416;1176051;cite;2004
1111513;489816;cite;2007
9170123;327556;cite;2005
53933045;2210758;cite;1984
58809;53307089;cite;2010
3619446;3549945;cite;2010
3365228;194352;cite;2000
40421340;2708499;cite;1989
1359568;3365392;cite;2000
7817503;1772051;cite;1995
83891;1628808;cite;1993
2518238;726096;cite;2009
40422591;10504421;cite;1990
2078186;53192;cite;2002
193776;18461058;cite;2002
1184516;53307089;cite;2006
417545;625296;cite;2002
738673;1200159;cite;2000
3322859;237813;cite;2007
708524;347041;cite;2000
368747;1425548;cite;2009
36417789;305065;cite;2008
3832280;425306;cite;2009
5730;95516;cite;1999
3316959;1176051;cite;2009
1536123;2157826;cite;2006
47699120;1990966;cite;2010
1329528;403149;cite;2003
2323706;329964;cite;1989
3365228;1356259;cite;2000
1780247;561596;cite;1994
51670;3498783;cite;2009
47183421;53786510;cite;2003
436647;181077;cite;1991
3607216;876119;cite;2010
9432059;1208922;cite;2012
3439731;605848;cite;2004
489816;93428;cite;2002
2320964;44685;cite;2003
1095257;625296;cite;2002
1176515;457138;cite;2011
1123088;676309;cite;2011
1156820;2362971;cite;2007
3619806;3556501;cite;2010
169069;224552;cite;2011
936923;2156230;cite;2004
1857624;1488318;cite;2009
56151671;40423002;cite;2001
3586567;1794970;cite;2006
3619806;3335145;cite;2011
3317546;994018;cite;2003
3365407;571081;cite;2002
10511473;994018;cite;1984
1594915;832491;cite;2003
1026002;55105366;cite;2011
127219;58129;cite;2005
3508597;755515;cite;2010
817180;1819604;cite;2011
3365343;5730;cite;1998
3567135;415944;cite;2009
2149865;3316959;cite;2011
3641050;1109340;cite;2009
3395434;2004084;cite;2009
7521;1176515;cite;2010
3553291;2164557;cite;2007
1730292;170667;cite;1990
386271;738787;cite;2004
131706;53208785;cite;2003
2241634;12716274;cite;2002
442978;668017;cite;2002
619732;1417835;cite;2006
625296;84674;cite;2002
981847;50206247;cite;2000
23483938;3365279;cite;2002
368747;1417835;cite;2009
561063;53698797;cite;2006
9149894;22939480;cite;2005
7521;3576686;cite;2010
1995279;846388;cite;2003
388118;601959;cite;2003
442978;52818972;cite;2007
3576686;994018;cite;2010
3832289;3539699;cite;2010
332741;1780247;cite;2000
53192;872006;cite;2001
3318717;53164380;cite;2002
738673;70423;cite;2011
2338139;55988;cite;2001
1156820;361097;cite;2007
1631408;781239;cite;2011
2277630;1948889;cite;2006
898125;795368;cite;2003
12518928;340666;cite;2010
3352272;3352270;cite;1998
588989;1735104;cite;1998
2358027;53208785;cite;2003
154743;1176051;cite;2009
1818317;1786377;cite;2011
1536874;181077;cite;1999
201219;56623483;cite;1981
3347950;937815;cite;2011
738673;329964;cite;2000
545624;929601;cite;2002
10569932;994018;cite;1984
17902638;1417835;cite;2002
13205983;253283;cite;2011
1079933;50535294;cite;1994
640774;10498782;cite;1979
3399414;10832690;cite;2009
201219;10497604;cite;1981
459308;327556;cite;2010
603879;3549954;cite;2007
1791432;561596;cite;2001
59042;2167811;cite;1999
2263719;1819604;cite;2011
4305354;257916;cite;2010
463019;3322602;cite;2004
1667844;33342;cite;2007
384301;601959;cite;2010
295616;540880;cite;2008
43396392;314363;cite;2005
1818317;257916;cite;2004
3641050;50412641;cite;2009
17935198;1086824;cite;2010
23115242;2323706;cite;1996
1548517;87624;cite;1990
699977;3325711;cite;1997
860012;755515;cite;2009
50897485;379385;cite;2011
1784695;18057148;cite;2010
3553291;377690;cite;2007
1311639;678043;cite;2010
832491;563443;cite;2001
358470;1165461;cite;2011
517110;601959;cite;2010
377922;54170929;cite;2007
384301;811813;cite;2010
18557017;3344115;cite;1993
26112;1662749;cite;2001
3832269;946875;cite;2009
1620001;253283;cite;2011
3823274;1911914;cite;2007
224552;320056;cite;1991
764117;10832690;cite;2005
1577705;3317401;cite;2002
1200530;6923352;cite;2003
26112;794527;cite;2000
1988266;1370132;cite;1984
1695628;3322859;cite;2002
740002;40419564;cite;2007
35604900;174573;cite;1982
383824;1126212;cite;2011
20544;1499701;cite;2008
1852948;620116;cite;2011
1425548;1417835;cite;2009
1765874;1628808;cite;1999
18486917;10896622;cite;2011
1464329;33342;cite;2007
55175564;358294;cite;2002
53594202;953718;cite;1992
5819944;2769047;cite;2010
1730113;994018;cite;2000
16649;361097;cite;2007
47417593;2530405;cite;2011
10832690;7367383;cite;2004
1147403;47366079;cite;1994
304424;80674;cite;2000
817180;3571616;cite;2011
651512;10832690;cite;2010
613094;3832261;cite;2010
527592;2343768;cite;2008
994018;1343841;cite;1990
216355;54201790;cite;2003
1786377;1200530;cite;2005
601959;688801;cite;2010
1136059;1200159;cite;2006
2437370;92955;cite;2007
2229939;1695628;cite;2003
212677;17916533;cite;2011
1467208;668017;cite;2002
3546571;18960884;cite;2010
2263719;295616;cite;2011
358470;1765874;cite;2011
1337792;1219483;cite;1993
1265522;414968;cite;1997
2004084;3616636;cite;2010
1345194;1769228;cite;2002
47271543;261768;cite;2003
1212598;2004084;cite;2009
2976916;21997;cite;2011
10523026;1780247;cite;2002
566949;1769228;cite;2004
3832274;152352;cite;2009
945317;1903859;cite;1995
3377414;464355;cite;2002
1705462;417545;cite;2001
415434;937815;cite;2008
3832287;154743;cite;2009
1003006;699977;cite;1999
520351;40419564;cite;2004
2689917;169566;cite;2007
1911914;1786377;cite;2007
738673;402341;cite;2003
3005767;9118711;cite;2008
53594202;1790104;cite;1992
34063301;773154;cite;2011
1628808;3365256;cite;1996
3308035;53786510;cite;2006
1417835;2181032;cite;2005
125865;402729;cite;2001
1392090;154743;cite;2008
1370132;49256218;cite;2003
946875;12687154;cite;2005
3632732;2702206;cite;2009
3635891;84674;cite;2011
1819604;3439731;cite;2010
2263719;2114277;cite;2009
10227266;3079879;cite;2003
3377414;464355;cite;2001
3823274;906247;cite;2011
55899694;1993470;cite;2001
64290;10715604;cite;1984
3530315;1934816;cite;2008
619732;22939480;cite;2006
345165;2476051;cite;2009
5672440;2295139;cite;2011
1086824;1456480;cite;2008
616265;49256218;cite;1997
9432001;3439731;cite;2010
1329528;2800355;cite;2008
1623165;2263719;cite;2004
2335802;616265;cite;1998
327556;53635840;cite;2003
438079;731329;cite;2009
3635892;709853;cite;2009
1417835;40419197;cite;2000
419063;1219483;cite;1981
16649;2362971;cite;2007
1512881;23483938;cite;2006
53157704;1536874;cite;1997
947248;79857;cite;2001
93607;53786510;cite;2002
1243408;53510019;cite;2004
53698797;1765874;cite;1999
3507709;954490;cite;2008
3501312;494965;cite;2008
34061757;1399202;cite;2011
3579489;2624870;cite;2008
1695628;3322859;cite;2001
379385;53698797;cite;2006
18046451;1200159;cite;1995
181077;463577;cite;1989
169069;819325;cite;2011
748886;10832690;cite;1999
332741;1370132;cite;2000
96914;755515;cite;2000
976195;3365490;cite;2008
3526901;149201;cite;2010
2157826;1745056;cite;2004
3365380;1818317;cite;1999
1980991;2798309;cite;2005
3025603;1819604;cite;2010
3835850;1123088;cite;2011
84674;53159713;cite;2000
3571616;53510019;cite;2007
1200159;52290693;cite;2003
5032101;1633442;cite;1999
485160;1780247;cite;2003
841959;1706932;cite;1994
2702206;709570;cite;2006
561063;59042;cite;2004
438079;46356;cite;2000
3867193;2702206;cite;2010
135668;1015802;cite;2010
143102;1769228;cite;2002
110282;372581;cite;1998
1328979;2338139;cite;2002
801921;846388;cite;2007
40420210;220129;cite;1993
408739;1200159;cite;2009
53596402;50677792;cite;1984
991693;933536;cite;2004
1417835;1737218;cite;1998
3365296;13554;cite;2003
96914;7158557;cite;2004
10491396;1993470;cite;2001
1140946;1536874;cite;2006
224552;587345;cite;2002
457138;1363826;cite;2010
1818317;3832269;cite;2011
227545;220129;cite;2002
384301;957070;cite;2009
1461050;2421538;cite;1993
110262;2338139;cite;1996
3552786;54170929;cite;2008
91198;332741;cite;2008
623675;1628808;cite;1996
911102;384014;cite;2009
3501312;53192;cite;2008
1750191;2338139;cite;1993
3365295;1109340;cite;2003
1126212;127219;cite;2010
47183421;169566;cite;2003
522060;42138;cite;1991
561063;666332;cite;2007
1500881;974990;cite;2006
300056;2065047;cite;1988
10497479;1327835;cite;1989
1695628;1662749;cite;2000
795368;52290693;cite;1995
3316959;6923352;cite;2008
1695628;50412641;cite;2007
1123088;1208922;cite;2007
21997;724623;cite;2010
3506430;2118786;cite;2008
754647;1633442;cite;1998
239137;51599466;cite;2010
150077;340666;cite;2006
594319;2917734;cite;2010
977860;415944;cite;2009
520332;3559730;cite;2010
3644306;494965;cite;2010
3407351;2144920;cite;2008
1328979;2338139;cite;2001
359865;408891;cite;1991
1461050;524350;cite;1993
655865;616265;cite;2006
1208922;795368;cite;2002
1025739;508274;cite;1994
55105366;53698797;cite;2006
1116459;3322859;cite;2004
3365234;945317;cite;2001
587345;320056;cite;1991
688801;47471283;cite;2002
966585;2514394;cite;2009
2437370;937815;cite;2009
3005767;281152;cite;2002
2194916;53450727;cite;1997
