source;target;layer;year
1636878;18263368;collab;2011
17937210;2167811;collab;2004
755515;1086824;collab;2010
860012;755515;collab;2010
10832690;1176515;collab;2009
1311639;513831;collab;2010
3616121;2004084;collab;2010
1361575;50224283;collab;2011
5672440;3317730;collab;2011
3860428;3100119;collab;2010
1337792;52276208;collab;1993
1200530;946875;collab;2009
37126291;709570;collab;2007
403149;1894512;collab;2002
3332621;1993470;collab;2006
55177847;974990;collab;2001
93400;190200;collab;2009
3365307;1628808;collab;2002
1573007;738673;collab;2009
53640323;907634;collab;2005
2975450;2295139;collab;2007
1167135;2097593;collab;2010
1176515;1724006;collab;2011
588349;51599466;collab;2010
3313723;711568;collab;2011
1769228;227307;collab;2001
3629750;1710871;collab;2008
1200159;1903859;collab;2003
21997;1819604;collab;2009
148819;30666;collab;1976
753069;1639466;collab;2011
561970;114000;collab;1981
42138;748886;collab;2002
463075;957070;collab;2005
4774097;53067561;collab;2010
1990966;1821484;collab;2006
47177597;295616;collab;2010
1298469;441490;collab;2003
601959;688801;collab;2009
755242;1456480;collab;2000
3316978;210600;collab;2004
3537479;47619090;collab;2009
1687644;1780247;collab;2000
55997346;47715902;collab;2007
2263719;19202;collab;2010
3377755;2437370;collab;2008
19525;1976061;collab;2011
2295139;1379912;collab;2004
4328932;1819604;collab;2011
55726596;2189701;collab;1979
385681;561596;collab;2000
110282;2338139;collab;2002
3838781;253283;collab;2010
18489316;403145;collab;2010
3335676;1068779;collab;2005
47639686;623711;collab;2002
416961;2689917;collab;2010
196752;1077618;collab;2006
3560784;2164557;collab;2011
10233808;332741;collab;2009
1126212;3556509;collab;2011
3538341;795368;collab;2010
5031278;1500881;collab;2010
3316959;53786510;collab;2007
1053557;489816;collab;2002
794527;1049568;collab;2008
1406793;1399202;collab;2007
385681;717601;collab;2000
21722263;937815;collab;2009
3315045;1058778;collab;2004
2295139;1200530;collab;2004
1402107;1628808;collab;2003
1200159;1140946;collab;2007
20544;1695628;collab;2010
3365190;229270;collab;2003
799135;3313779;collab;2008
23396624;199499;collab;2011
852431;70423;collab;1999
283361;1173913;collab;2009
1636878;9149894;collab;2011
1644999;1015400;collab;2004
10224196;3629706;collab;2010
1117178;585496;collab;2003
54557867;22304884;collab;1998
137638;1765874;collab;1997
60337;18960884;collab;2010
1903859;755515;collab;2000
22923487;1153162;collab;1997
698871;3439731;collab;2004
1520745;2298592;collab;2004
794527;236731;collab;2008
3472037;846388;collab;2007
3577492;3629706;collab;2010
3832258;1464329;collab;2009
244289;180240;collab;2005
616265;140972;collab;1997
1705462;625296;collab;2001
991693;261768;collab;2004
994018;10564827;collab;1985
1423759;281152;collab;2000
2295139;6829944;collab;2004
867633;1017214;collab;1989
2539048;136487;collab;2010
3635891;494965;collab;2011
5201914;3546571;collab;2010
1780247;561596;collab;2003
7367383;64290;collab;1997
509724;483299;collab;2001
1628808;927949;collab;2008
662803;340666;collab;2007
3439731;1536123;collab;2009
3352272;3365240;collab;1998
2320964;21997;collab;2009
3642249;920685;collab;2010
1794430;358294;collab;2008
527569;1536874;collab;2001
5766956;632599;collab;2011
1291393;56623483;collab;1981
1165461;316437;collab;2008
132076;1894512;collab;2003
1807506;599167;collab;2007
1667844;27742;collab;2008
359050;53890749;collab;2002
10527234;64290;collab;1987
3494733;210600;collab;2010
3365490;47527854;collab;2005
2437370;954490;collab;2009
55726596;51142331;collab;1979
57153;2338139;collab;1993
18663599;2229939;collab;2004
53554938;2689917;collab;2011
180240;1225906;collab;2007
1140946;731329;collab;2005
12716274;179336;collab;2000
3505221;1109340;collab;2005
1688876;1456480;collab;1996
1123088;44685;collab;2005
624861;54290641;collab;2001
630735;1034757;collab;2001
18109727;10514273;collab;2008
3352270;209615;collab;1998
22922143;955657;collab;1998
855543;18633234;collab;2005
3484733;1370132;collab;2007
810078;1897282;collab;2007
1826743;1790104;collab;2009
538228;550081;collab;2000
305047;1200530;collab;2007
3619446;52816203;collab;2010
47734866;2431681;collab;2002
500359;1429782;collab;1978
16649;110282;collab;2000
47382659;5730;collab;1997
3472037;3362489;collab;2008
2073858;152084;collab;1981
3365228;431325;collab;2000
78072;907634;collab;1999
406243;2007366;collab;2000
1769228;65317;collab;2000
851440;10832690;collab;1996
53370111;7131;collab;2008
10572467;384014;collab;2002
1091668;790244;collab;1994
1048079;852431;collab;2002
2263719;708524;collab;2004
1356251;19202;collab;2011
1819604;21997;collab;2007
82056;55932852;collab;2007
1234470;664109;collab;2008
3365190;1818317;collab;2003
137638;275506;collab;1997
169069;53554938;collab;2010
3314566;1536874;collab;2001
50318183;1780247;collab;2002
3498783;2518238;collab;2009
44685;12716274;collab;2002
53650693;524350;collab;1998
1488310;3365244;collab;1985
50818823;1521045;collab;1982
43994839;875189;collab;2008
108716;1894512;collab;2006
1200159;1128738;collab;1996
9432024;18057148;collab;2010
851440;1091668;collab;1995
3313779;1903859;collab;2008
10250325;738673;collab;2009
808540;2295139;collab;2009
10879335;21997;collab;2010
137638;688801;collab;2010
34061757;549565;collab;2011
3522924;370792;collab;2007
47190129;3079879;collab;2003
1126212;50293022;collab;2011
918978;1780247;collab;2008
3618381;35554435;collab;2010
53663192;616265;collab;2005
1265696;58727;collab;1989
256291;3321418;collab;1999
9429566;18960884;collab;2010
3832257;1467208;collab;2009
3577492;976195;collab;2012
1329528;1200530;collab;2003
167442;1208922;collab;2003
994018;10519177;collab;1985
2157826;40419563;collab;2004
1370132;37078;collab;2008
2462390;52276208;collab;1990
12518928;51449022;collab;2010
3499291;1108242;collab;2010
23480946;633471;collab;2008
36495851;744303;collab;2004
384014;1894512;collab;2001
3561475;84674;collab;2008
949212;2034264;collab;2011
10220044;194352;collab;1999
1351972;957070;collab;2010
266758;868730;collab;2001
3832264;1399202;collab;2009
299484;2677845;collab;2008
1064414;2343768;collab;2007
1695628;731329;collab;1996
219382;9095805;collab;2001
3645659;1236596;collab;2010
630735;244466;collab;2001
21997;494965;collab;2006
27742;998208;collab;2011
3497873;755515;collab;2010
359050;1109340;collab;1998
3626301;3577493;collab;2011
3299730;1897555;collab;1992
3635891;1156820;collab;2009
3576686;1123088;collab;2010
1003006;436123;collab;1999
2295139;385681;collab;2000
239200;790244;collab;1994
668758;40420077;collab;1999
42296873;994018;collab;2002
47754959;483555;collab;1989
561063;1688876;collab;2002
53591624;1117178;collab;2011
3407799;406614;collab;2004
3292829;3561475;collab;2010
3317579;3365365;collab;2002
3407799;1500881;collab;2004
56366947;50818823;collab;1988
668017;579503;collab;2002
1219483;1710871;collab;2010
40422604;341294;collab;2003
17937210;980550;collab;2004
603879;1047296;collab;2007
781239;688801;collab;2007
3835346;149201;collab;2010
256291;1995279;collab;2009
688801;3556509;collab;2011
2004084;3549946;collab;2008
498925;431388;collab;2009
237813;1399202;collab;2007
1631408;2624870;collab;2011
3497619;1176051;collab;2009
564386;18206946;collab;2011
40425393;525422;collab;2004
3629706;51598084;collab;2008
10879335;976195;collab;2010
47382659;1815433;collab;1998
21890776;154743;collab;2009
1990966;933867;collab;2001
341294;1370132;collab;2002
50239183;1464329;collab;2009
1995279;3109325;collab;2011
3571606;347041;collab;2007
40422606;40422568;collab;1996
588349;3629694;collab;2011
2078186;464355;collab;2003
13421357;53307089;collab;2009
1213860;1053557;collab;2004
3462799;1200530;collab;2006
1995279;628230;collab;2002
10706025;229417;collab;2008
1025204;417545;collab;2001
1493033;210600;collab;2007
12925057;1993470;collab;2004
51598084;630735;collab;2007
282750;107801;collab;2009
880017;52290693;collab;2001
10832690;1053557;collab;2003
1633442;2096458;collab;1994
47724891;1011874;collab;2007
17904819;498250;collab;2001
811813;1200530;collab;2007
169069;3078785;collab;2011
3635706;305047;collab;2009
1417835;1995279;collab;2007
2133806;868899;collab;2009
36495851;667542;collab;2004
1095257;43950532;collab;2002
5030637;976195;collab;2010
506770;46908609;collab;2005
561063;1148867;collab;2002
3629717;1745056;collab;2010
731329;794527;collab;2001
1786377;1819426;collab;2010
9428466;1142659;collab;2011
3832251;632599;collab;2009
1025204;1176051;collab;2001
1559089;494965;collab;2009
9431810;1363826;collab;2010
740002;616265;collab;2007
51670;726096;collab;2009
1068779;359050;collab;2004
47481939;976195;collab;2011
2162908;781239;collab;2004
602537;708524;collab;2004
1818317;994018;collab;1998
1644999;1542517;collab;2004
1327835;1722247;collab;1987
54170929;1498760;collab;1994
1243408;2295139;collab;2004
299610;1497543;collab;1993
689120;1687644;collab;2005
1111513;2616261;collab;2009
1126212;6829944;collab;2009
819325;755515;collab;2011
1409807;53890749;collab;2000
3832286;545451;collab;2009
287967;314363;collab;2005
134086;2229939;collab;2008
1963538;1291393;collab;2000
403149;47496497;collab;2002
3564951;1500881;collab;2008
738673;52290693;collab;2003
169566;1200530;collab;2000
1772051;181077;collab;1989
2157826;50412641;collab;2004
56648954;616265;collab;2005
1710746;1200159;collab;2010
34063282;6923352;collab;2011
3549945;3365188;collab;2006
557751;2164557;collab;2005
1329528;1014928;collab;2008
1327185;2034264;collab;2011
181077;1780247;collab;1994
2313275;53698797;collab;2010
436647;1399202;collab;2009
2456978;308577;collab;1999
1536874;662803;collab;2007
21997;1628808;collab;2008
520332;305047;collab;2010
442978;560420;collab;2009
520351;616265;collab;2004
448985;1031845;collab;2004
29163433;1142659;collab;2011
3823153;305047;collab;2010
688801;1765874;collab;2001
2917734;50742233;collab;2011
53554938;169069;collab;2011
1334335;53192;collab;2011
1554243;2164557;collab;2004
1300640;64290;collab;1999
42175;1573733;collab;2011
853868;3325592;collab;2000
3315045;385346;collab;2004
88451;1693600;collab;2008
3645659;149201;collab;2010
93660;115555;collab;1999
1505638;494965;collab;2008
18960884;152072;collab;2010
3292829;3316164;collab;2010
10879335;817180;collab;2010
1208922;2167811;collab;2002
537351;1109340;collab;2006
9432009;1199134;collab;2010
2530405;994018;collab;2007
259224;1990966;collab;2003
53781155;1628808;collab;1988
123245;52554122;collab;2010
3616636;2004084;collab;2010
755515;1142659;collab;2005
831237;1379912;collab;2003
3642481;1140946;collab;2011
390305;56540832;collab;2002
70423;1399202;collab;2007
738673;1086894;collab;2005
53307089;1456480;collab;2004
47415191;1014928;collab;2006
756948;42296873;collab;2008
3609934;1464329;collab;2009
3564951;406614;collab;2008
851440;1108299;collab;1996
5031278;406614;collab;2010
1667844;40419563;collab;2008
666211;393752;collab;2004
1551043;3530351;collab;2008
1121404;1116167;collab;2009
220129;867633;collab;1993
3365431;3079338;collab;1995
53637959;994018;collab;2002
253731;1780247;collab;1996
92804;738673;collab;2003
3315271;1527651;collab;2002
149201;22939480;collab;2004
438079;1770271;collab;1998
52858667;1781284;collab;2007
3832288;3635891;collab;2011
97233;976195;collab;2010
2975450;3407351;collab;2010
9668529;2437370;collab;2011
1781284;1014975;collab;1997
438079;1695628;collab;2000
565576;1618625;collab;2004
981847;860414;collab;2000
724810;1837262;collab;2008
757952;954490;collab;2001
53498645;83891;collab;1998
1140946;1816816;collab;1999
3331222;431388;collab;2002
3462403;2229939;collab;2005
3629706;602265;collab;2008
1409807;17897922;collab;2000
1004199;51463329;collab;1999
828791;53371505;collab;1984
340666;177276;collab;2007
1116167;795368;collab;2008
6090;1183160;collab;2007
9106753;10519177;collab;1985
502845;1959814;collab;2004
1732789;3365218;collab;1985
402341;740002;collab;2011
84674;1993470;collab;1999
2924426;237904;collab;2009
619732;6829944;collab;2006
96914;625296;collab;2000
795368;160374;collab;2004
403822;585496;collab;2003
793899;3079338;collab;1993
937815;1456480;collab;2010
1536874;145518;collab;2004
3350659;283361;collab;2009
180240;893694;collab;2004
1299096;40422568;collab;1996
1695830;851440;collab;2001
3549915;2038381;collab;2007
566838;1126212;collab;2011
53137515;55726596;collab;1981
4212278;981847;collab;2000
578063;1191293;collab;2001
1058778;348338;collab;2010
2415794;1780247;collab;2006
2229939;53786510;collab;2003
53053318;2945658;collab;2011
1577705;40419563;collab;2002
586915;1819604;collab;2010
3629681;810078;collab;2006
1155795;527346;collab;2006
47415191;1199500;collab;2009
1429721;724623;collab;2002
2175710;757952;collab;2008
3025603;40419563;collab;2010
188847;1353615;collab;1996
1004199;1818317;collab;1999
134086;448985;collab;2008
1431306;27742;collab;2008
67458;49939857;collab;1997
3561475;991049;collab;2008
3629705;783956;collab;2008
1329528;10514273;collab;2008
379606;2421538;collab;1993
180240;1368326;collab;2004
1373751;1765874;collab;1997
3641050;2023353;collab;2006
3315045;2389295;collab;2004
3629700;92955;collab;2008
1903859;417545;collab;2000
9432077;494965;collab;2010
2470055;380710;collab;2007
69050;1291393;collab;2000
52869068;2367060;collab;1997
1995279;2975450;collab;2007
1954738;1374045;collab;1992
731329;2667717;collab;1981
198605;347619;collab;2004
1784695;229270;collab;2010
3493400;2126906;collab;2008
3559730;1200530;collab;2008
1417835;370814;collab;1998
50239183;196752;collab;2009
11017225;494965;collab;2011
687366;3577493;collab;2011
3577492;676309;collab;2012
181077;561596;collab;1994
3317727;1737218;collab;1996
3549936;3341885;collab;2006
1417835;53635770;collab;2000
3616636;3629713;collab;2010
53307089;145585;collab;2009
177276;47762628;collab;2000
1128738;1221423;collab;2007
3335676;237904;collab;2005
40422591;53038779;collab;1990
19202;134086;collab;2010
893694;1695628;collab;2003
991693;78072;collab;2003
3506944;2798309;collab;2006
3539699;3365406;collab;2006
2004084;608369;collab;2005
1995279;630735;collab;2003
2041910;426596;collab;2004
1456480;224552;collab;2009
1128738;54181634;collab;2006
40422604;731329;collab;2003
570735;2164557;collab;2011
903828;2476051;collab;2010
50318183;3365365;collab;2002
177238;30666;collab;1976
12518928;3629706;collab;2009
53607159;53500288;collab;1996
1200530;53786510;collab;1999
3526901;937815;collab;2010
1345194;64290;collab;2002
47647460;130320;collab;2002
22304884;994018;collab;1992
817180;1819604;collab;2007
3582129;10832690;collab;2011
3571609;3462409;collab;2007
681419;53607159;collab;2003
12414989;409393;collab;2003
868128;10832690;collab;2005
51265304;42138;collab;2009
3461811;991693;collab;2005
78072;524648;collab;1993
10832690;1536874;collab;2003
709570;1542517;collab;2006
214620;53698797;collab;2004
53483946;991039;collab;1998
12871;47639686;collab;2006
56828080;2702206;collab;2006
898125;1434836;collab;2008
1980991;54891470;collab;2005
3505222;49740233;collab;2004
2914628;145585;collab;2011
1769228;1000284;collab;1997
46356;2667717;collab;1982
3325592;10832690;collab;1996
1769228;711568;collab;2000
414659;316437;collab;1999
3582129;3832261;collab;2011
632599;840008;collab;2008
3317593;18263368;collab;2011
2462390;53159713;collab;1990
1536874;295017;collab;1997
56740859;1780247;collab;2008
445271;390956;collab;2003
253283;688801;collab;2006
48603799;1200530;collab;1999
154743;1434836;collab;2009
1536874;795368;collab;1999
205010;56637716;collab;1979
3629706;47527854;collab;2008
10521580;54170929;collab;2004
1710871;1780247;collab;2003
459290;604144;collab;2005
1500881;954490;collab;2003
26112;1959814;collab;2001
1990966;410331;collab;2000
522060;1628808;collab;1991
220129;50412641;collab;2007
1219483;10890905;collab;2010
3627854;3106274;collab;2011
304424;80674;collab;1997
1970849;494965;collab;2011
3642249;812183;collab;2010
7521;1236476;collab;2011
40421427;1461050;collab;1994
3983755;819325;collab;2010
1126212;368747;collab;2009
1417835;630735;collab;2003
976195;33342;collab;2007
552;114000;collab;1988
817180;1142659;collab;2011
1434215;194796;collab;2003
1361575;406614;collab;2009
540819;605146;collab;1988
154743;2616261;collab;2004
811813;379385;collab;2008
7521;251545;collab;2005
167442;417545;collab;2003
359050;731329;collab;2003
3507709;3377753;collab;2008
3377753;54181634;collab;2006
