source;target;layer
831237;2295139;collab
936378;287967;collab
130210;379385;collab
401293;524350;collab
1236596;601959;collab
1750191;1017214;collab
790244;93428;collab
1633442;2122309;collab
47665239;1628808;collab
797671;783802;collab
624861;851440;collab
1117178;53781155;collab
1548597;2149865;collab
40422587;2421538;collab
1695628;794527;collab
819325;3983755;collab
1147403;1123088;collab
385681;918978;collab
3638753;968863;collab
1234470;1488310;collab
588349;1695628;collab
840035;994018;collab
421979;1200159;collab
3106274;253283;collab
2689917;5730;collab
588989;1299096;collab
738787;79857;collab
3325711;1017214;collab
379385;56828080;collab
105314;1411009;collab
3629736;602537;collab
1156353;50535294;collab
3619446;1784695;collab
1463164;625296;collab
764117;20544;collab
954490;6923352;collab
2078186;253283;collab
1536874;2945658;collab
3832252;494965;collab
3439731;724623;collab
390956;306675;collab
936378;794527;collab
772610;954490;collab
3561475;1993470;collab
53371505;10498782;collab
7873887;55178513;collab
3635905;601959;collab
2298592;1269985;collab
2421538;417545;collab
1577705;1995279;collab
61801;421979;collab
586915;9431810;collab
235376;1048896;collab
783089;23483938;collab
3563293;3832275;collab
772610;53506045;collab
1743165;3379355;collab
300979;10706025;collab
55046195;18461058;collab
868730;64290;collab
227148;2547633;collab
1087377;1643665;collab
1208922;954490;collab
1200159;92804;collab
430541;1040735;collab
3552786;1818317;collab
50151115;1628808;collab
795368;1200530;collab
491458;55932852;collab
3832289;824769;collab
594770;84674;collab
834228;810133;collab
3409131;3315271;collab
1800649;3313313;collab
1500881;406614;collab
6825;482936;collab
508274;1628808;collab
1780247;1208922;collab
3579401;1140946;collab
1011545;675055;collab
724810;2769047;collab
795368;44685;collab
976195;54170929;collab
57153;50699463;collab
688801;755515;collab
3629727;15534;collab
13205983;633471;collab
10529311;406798;collab
936378;3322859;collab
340666;40419564;collab
256291;2295139;collab
53157704;70423;collab
486954;295616;collab
386363;55292327;collab
1769228;755515;collab
3983755;441490;collab
64290;1488310;collab
3571631;485160;collab
2522756;43396392;collab
29157558;714492;collab
1025739;3299730;collab
57153;85038;collab
688801;53510019;collab
3642208;193776;collab
1333631;92403;collab
1332785;540819;collab
23414531;80674;collab
817180;21997;collab
79984;2344131;collab
1769228;97170;collab
9426735;16649;collab
441589;3520741;collab
1644999;237813;collab
416961;224552;collab
12716274;1166274;collab
2263719;929601;collab
3629694;773154;collab
2263719;954490;collab
1434215;1225906;collab
1058778;53307089;collab
921043;3365270;collab
3284151;145518;collab
42138;51260575;collab
17897922;50412641;collab
583220;1990966;collab
408891;114000;collab
1903859;1780247;collab
1096084;84472;collab
625296;84674;collab
1732789;47690710;collab
9432059;18792563;collab
3530299;3308035;collab
3635893;4040114;collab
11645124;417545;collab
305047;2298592;collab
724872;50412641;collab
4305354;1818317;collab
893694;4212278;collab
2539048;2126906;collab
34061757;601959;collab
1126212;2295139;collab
3365259;907598;collab
641172;1358719;collab
1123088;18792563;collab
2023353;3314566;collab
3795485;22304884;collab
93400;384301;collab
3314566;1176051;collab
1411929;867633;collab
10313;17904819;collab
1546349;1123207;collab
1902888;10715604;collab
1138939;695562;collab
601959;50412641;collab
2539048;4689358;collab
1091008;1593506;collab
388118;1232150;collab
169069;587345;collab
3106274;19202;collab
416961;587345;collab
5032101;22843173;collab
623675;1200159;collab
305047;1140946;collab
54093254;3330532;collab
53307089;2181032;collab
84674;708524;collab
169069;12518928;collab
1431306;3501579;collab
46356;47654842;collab
3330274;1074967;collab
1500881;181077;collab
936923;1011874;collab
1390557;1086894;collab
34063315;1628664;collab
34063294;9432059;collab
2313275;3313407;collab
3823274;384014;collab
299610;632279;collab
994018;571081;collab
47666558;56623483;collab
676309;433468;collab
422286;1206464;collab
1200530;53786510;collab
927949;794527;collab
1573733;3619806;collab
37078;1109340;collab
3010168;1263828;collab
53137515;419063;collab
3310252;755515;collab
817180;3616636;collab
361097;134086;collab
10523026;561596;collab
1826743;2624870;collab
1815433;5730;collab
1769228;51705679;collab
687366;6090;collab
2023353;840008;collab
3443839;1542517;collab
1148867;252990;collab
689320;937815;collab
3005767;266758;collab
3025603;817180;collab
1095257;431388;collab
40420210;2323706;collab
3626301;6090;collab
8017528;1428251;collab
1727701;425306;collab
2652515;3556501;collab
1054280;852431;collab
3545991;709570;collab
304424;1554243;collab
1509545;781239;collab
651512;3439731;collab
3348378;50677792;collab
3316978;1263828;collab
226748;53811374;collab
332741;561596;collab
666211;933536;collab
738673;1536874;collab
350565;1765828;collab
134086;385346;collab
974990;502782;collab
3365363;3333413;collab
221063;190200;collab
991049;688801;collab
933630;305047;collab
107801;3832274;collab
583220;275376;collab
1332785;1461050;collab
954490;417545;collab
520332;403149;collab
3641050;3313407;collab
3627854;253283;collab
426596;527569;collab
2004084;42198548;collab
699977;889494;collab
10553656;64290;collab
4774097;933536;collab
957070;1152168;collab
783089;287967;collab
1392090;1048079;collab
54762109;446203;collab
53574490;1816816;collab
42138;83891;collab
390017;42138;collab
145518;482936;collab
2616261;1176051;collab
1791432;1780247;collab
2547633;1123088;collab
1786377;48603799;collab
53591624;1456480;collab
2914935;1695628;collab
558324;12651651;collab
502845;1662749;collab
1819604;10832690;collab
2080261;1208922;collab
305047;1819426;collab
55870604;585017;collab
1068200;52290693;collab
811813;244466;collab
3409297;2624870;collab
3316959;53307089;collab
3224753;2624870;collab
2295139;1976075;collab
5766956;3335145;collab
2924426;53698797;collab
53208785;2033428;collab
1356251;47619090;collab
817180;3549946;collab
566838;385346;collab
3394831;21818626;collab
21997;947248;collab
7521;2241634;collab
10518122;175176;collab
832349;1200159;collab
1464329;1127180;collab
1737640;1707855;collab
9432001;12925057;collab
3587996;738673;collab
1688876;10832690;collab
1536123;3546995;collab
709853;1156820;collab
2530406;1108299;collab
224552;253283;collab
1200159;64290;collab
2518238;738673;collab
3315534;2164557;collab
755515;630735;collab
3461811;10517494;collab
441589;21029;collab
991049;974990;collab
96914;854124;collab
1710746;65290;collab
3832257;442978;collab
16548;3365365;collab
359050;1269985;collab
724810;305065;collab
20544;40419564;collab
1819426;1695628;collab
573577;1894512;collab
1911914;2295139;collab
287967;257916;collab
1915999;1125047;collab
1066211;616265;collab
442978;3329404;collab
419877;2667717;collab
3494733;1263828;collab
1488310;2677845;collab
731329;233882;collab
660171;349173;collab
34063315;9140986;collab
795368;160374;collab
1613090;18046451;collab
5904093;502782;collab
10497479;2323706;collab
16548;561596;collab
1417835;10497604;collab
688801;974990;collab
414659;2344131;collab
12925057;2389295;collab
1095096;463577;collab
755515;2114277;collab
1402107;237904;collab
3836999;3109325;collab
1781284;47225740;collab
1353596;42241901;collab
957070;1527651;collab
3329258;2667717;cite
3530351;448985;cite
1818317;177276;cite
522060;85038;cite
1327835;50818823;cite
248041;1265522;cite
54253983;53094898;cite
1488310;64290;cite
714492;21997;cite
1412389;40422591;cite
40421427;719117;cite
1554243;327556;cite
1542517;993605;cite
3454752;1903859;cite
1995279;1639466;cite
754647;616265;cite
918989;1897282;cite
588989;40422606;cite
3409373;145518;cite
1399202;9149894;cite
1208922;69050;cite
2002962;298115;cite
132076;384014;cite
2078186;224552;cite
18487991;152072;cite
407713;2156230;cite
314363;1389374;cite
358294;40423002;cite
1329528;9095805;cite
3549946;971966;cite
140972;1000284;cite
719117;181077;cite
588349;3549917;cite
491458;666211;cite
602537;1623165;cite
1328979;1054090;cite
3635905;811813;cite
36880716;304424;cite
489816;1780247;cite
954490;790244;cite
1467208;1691800;cite
3635866;6827392;cite
47257876;189707;cite
236731;1049568;cite
152072;18487991;cite
379606;390305;cite
3643460;502782;cite
53982076;2474208;cite
668758;2152712;cite
167382;608369;cite
3823274;340666;cite
994018;61801;cite
3708662;1721354;cite
27742;1417835;cite
53786510;436647;cite
26112;3322859;cite
588349;36706183;cite
32444;2198129;cite
494965;1109340;cite
169566;10832690;cite
2924426;1200530;cite
634165;673325;cite
1843723;386271;cite
17927303;114000;cite
1200159;1903859;cite
10832690;852431;cite
3352270;3313119;cite
1199500;1990966;cite
1022478;1710871;cite
52565120;51142331;cite
2078186;587345;cite
53490115;49939857;cite
662803;50206247;cite
2456978;673325;cite
3310252;1399202;cite
48399987;323890;cite
10879335;122030;cite
1548597;1011545;cite
3615310;1311173;cite
537351;856095;cite
133502;92403;cite
384014;316437;cite
1014928;1628808;cite
3629717;957070;cite
102979;47415191;cite
2456978;181077;cite
3365205;851440;cite
3265440;2298592;cite
1034757;3191377;cite
49939857;793899;cite
954490;417545;cite
3317727;1598769;cite
673325;755515;cite
258675;991693;cite
1915999;2624870;cite
625296;84674;cite
198605;3350496;cite
10517400;877976;cite
102979;3450212;cite
1417835;1379905;cite
3462409;54201790;cite
811813;3317730;cite
3641050;954490;cite
1300174;20544;cite
3317730;1200530;cite
2324949;145518;cite
219382;3322859;cite
1048079;49740233;cite
340666;1200530;cite
1146031;5839168;cite
3629710;1109340;cite
12708149;53386702;cite
10879335;1399202;cite
96914;12716274;cite
115555;691155;cite
154743;601959;cite
305857;2096458;cite
487100;3329404;cite
1769228;97170;cite
220129;1536874;cite
816221;1444062;cite
59042;1417835;cite
1818317;1200530;cite
54651527;1710871;cite
42138;705794;cite
26526;26112;cite
60337;9429566;cite
634165;181077;cite
757952;625296;cite
1370132;1095096;cite
10878477;1684895;cite
47271543;907634;cite
601959;856095;cite
2523968;3549954;cite
3505221;54170929;cite
1863143;12716274;cite
47718659;47491678;cite
3549946;20544;cite
17935198;2624870;cite
1710746;3349370;cite
123245;3629686;cite
1417835;846388;cite
54093254;40419186;cite
2021939;6827392;cite
92804;1156820;cite
67090;1025739;cite
795368;305047;cite
10517400;1990966;cite
23380572;1200530;cite
509724;513051;cite
9432059;494965;cite
385681;436647;cite
662803;237813;cite
403149;2181032;cite
1126212;54170929;cite
53635840;2033428;cite
722560;60393;cite
377690;18082371;cite
3629722;3832262;cite
755515;1993470;cite
795368;489816;cite
561063;6923352;cite
1434215;53519280;cite
1818317;40419564;cite
1887569;43118216;cite
1123088;431388;cite
9422356;918710;cite
441589;628817;cite
40419564;1417835;cite
1156820;1577208;cite
601959;937815;cite
1328979;1054090;cite
2078186;994018;cite
1695628;1079004;cite
740299;21818626;cite
10832690;652039;cite
3832287;3506430;cite
1536874;1628808;cite
1973531;53698797;cite
42138;1464329;cite
47190129;1792373;cite
616265;994018;cite
1119998;494965;cite
21997;12518928;cite
1751940;1695628;cite
1628808;827526;cite
22389311;1894512;cite
3462409;3350496;cite
1370132;489816;cite
459308;125865;cite
17902638;40419564;cite
588989;120308;cite
3313779;181077;cite
2545300;1837262;cite
527592;2164050;cite
896065;84674;cite
2186716;390956;cite
1995279;2530441;cite
20544;971966;cite
506760;1943259;cite
2004084;688801;cite
3439731;20544;cite
557751;783802;cite
6117682;2798309;cite
263352;2181032;cite
20544;1200530;cite
563416;1176051;cite
1111513;489816;cite
9170123;327556;cite
53933045;2210758;cite
58809;53307089;cite
3619446;3549945;cite
3365228;194352;cite
40421340;2708499;cite
1359568;3365392;cite
7817503;1772051;cite
83891;1628808;cite
2518238;726096;cite
40422591;10504421;cite
2078186;53192;cite
193776;18461058;cite
1184516;53307089;cite
417545;625296;cite
738673;1200159;cite
3322859;237813;cite
708524;347041;cite
368747;1425548;cite
36417789;305065;cite
3832280;425306;cite
5730;95516;cite
3316959;1176051;cite
1536123;2157826;cite
47699120;1990966;cite
1329528;403149;cite
2323706;329964;cite
3365228;1356259;cite
1780247;561596;cite
51670;3498783;cite
47183421;53786510;cite
436647;181077;cite
3607216;876119;cite
9432059;1208922;cite
3439731;605848;cite
489816;93428;cite
2320964;44685;cite
1095257;625296;cite
1176515;457138;cite
1123088;676309;cite
1156820;2362971;cite
3619806;3556501;cite
169069;224552;cite
936923;2156230;cite
1857624;1488318;cite
56151671;40423002;cite
3586567;1794970;cite
3619806;3335145;cite
3317546;994018;cite
3365407;571081;cite
10511473;994018;cite
1594915;832491;cite
1026002;55105366;cite
127219;58129;cite
3508597;755515;cite
817180;1819604;cite
3365343;5730;cite
3567135;415944;cite
2149865;3316959;cite
3641050;1109340;cite
3395434;2004084;cite
7521;1176515;cite
3553291;2164557;cite
1730292;170667;cite
386271;738787;cite
131706;53208785;cite
2241634;12716274;cite
442978;668017;cite
619732;1417835;cite
625296;84674;cite
981847;50206247;cite
23483938;3365279;cite
368747;1417835;cite
561063;53698797;cite
9149894;22939480;cite
7521;3576686;cite
1995279;846388;cite
388118;601959;cite
442978;52818972;cite
3576686;994018;cite
3832289;3539699;cite
332741;1780247;cite
53192;872006;cite
3318717;53164380;cite
738673;70423;cite
2338139;55988;cite
1156820;361097;cite
1631408;781239;cite
2277630;1948889;cite
898125;795368;cite
12518928;340666;cite
3352272;3352270;cite
588989;1735104;cite
2358027;53208785;cite
154743;1176051;cite
1818317;1786377;cite
1536874;181077;cite
201219;56623483;cite
3347950;937815;cite
738673;329964;cite
545624;929601;cite
10569932;994018;cite
17902638;1417835;cite
13205983;253283;cite
1079933;50535294;cite
640774;10498782;cite
3399414;10832690;cite
201219;10497604;cite
459308;327556;cite
603879;3549954;cite
1791432;561596;cite
59042;2167811;cite
2263719;1819604;cite
4305354;257916;cite
463019;3322602;cite
1667844;33342;cite
384301;601959;cite
295616;540880;cite
43396392;314363;cite
1818317;257916;cite
3641050;50412641;cite
17935198;1086824;cite
23115242;2323706;cite
1548517;87624;cite
699977;3325711;cite
860012;755515;cite
50897485;379385;cite
1784695;18057148;cite
3553291;377690;cite
1311639;678043;cite
832491;563443;cite
358470;1165461;cite
517110;601959;cite
377922;54170929;cite
384301;811813;cite
18557017;3344115;cite
26112;1662749;cite
3832269;946875;cite
1620001;253283;cite
3823274;1911914;cite
224552;320056;cite
764117;10832690;cite
1577705;3317401;cite
1200530;6923352;cite
26112;794527;cite
1988266;1370132;cite
1695628;3322859;cite
740002;40419564;cite
35604900;174573;cite
383824;1126212;cite
20544;1499701;cite
1852948;620116;cite
1425548;1417835;cite
1765874;1628808;cite
18486917;10896622;cite
1464329;33342;cite
55175564;358294;cite
53594202;953718;cite
5819944;2769047;cite
1730113;994018;cite
16649;361097;cite
47417593;2530405;cite
10832690;7367383;cite
1147403;47366079;cite
304424;80674;cite
817180;3571616;cite
651512;10832690;cite
613094;3832261;cite
527592;2343768;cite
994018;1343841;cite
216355;54201790;cite
1786377;1200530;cite
601959;688801;cite
1136059;1200159;cite
2437370;92955;cite
2229939;1695628;cite
212677;17916533;cite
1467208;668017;cite
3546571;18960884;cite
2263719;295616;cite
358470;1765874;cite
1337792;1219483;cite
1265522;414968;cite
2004084;3616636;cite
1345194;1769228;cite
47271543;261768;cite
1212598;2004084;cite
2976916;21997;cite
10523026;1780247;cite
566949;1769228;cite
3832274;152352;cite
945317;1903859;cite
3377414;464355;cite
1705462;417545;cite
415434;937815;cite
3832287;154743;cite
1003006;699977;cite
520351;40419564;cite
2689917;169566;cite
1911914;1786377;cite
738673;402341;cite
3005767;9118711;cite
53594202;1790104;cite
34063301;773154;cite
1628808;3365256;cite
3308035;53786510;cite
1417835;2181032;cite
125865;402729;cite
1392090;154743;cite
1370132;49256218;cite
946875;12687154;cite
3632732;2702206;cite
3635891;84674;cite
1819604;3439731;cite
2263719;2114277;cite
10227266;3079879;cite
3377414;464355;cite
3823274;906247;cite
55899694;1993470;cite
64290;10715604;cite
3530315;1934816;cite
619732;22939480;cite
345165;2476051;cite
5672440;2295139;cite
1086824;1456480;cite
616265;49256218;cite
9432001;3439731;cite
1329528;2800355;cite
1623165;2263719;cite
2335802;616265;cite
327556;53635840;cite
438079;731329;cite
3635892;709853;cite
1417835;40419197;cite
419063;1219483;cite
16649;2362971;cite
1512881;23483938;cite
53157704;1536874;cite
947248;79857;cite
93607;53786510;cite
1243408;53510019;cite
53698797;1765874;cite
3507709;954490;cite
3501312;494965;cite
34061757;1399202;cite
3579489;2624870;cite
1695628;3322859;cite
379385;53698797;cite
18046451;1200159;cite
181077;463577;cite
169069;819325;cite
748886;10832690;cite
332741;1370132;cite
96914;755515;cite
976195;3365490;cite
3526901;149201;cite
2157826;1745056;cite
3365380;1818317;cite
1980991;2798309;cite
3025603;1819604;cite
3835850;1123088;cite
84674;53159713;cite
3571616;53510019;cite
1200159;52290693;cite
5032101;1633442;cite
485160;1780247;cite
841959;1706932;cite
2702206;709570;cite
561063;59042;cite
438079;46356;cite
3867193;2702206;cite
135668;1015802;cite
143102;1769228;cite
110282;372581;cite
1328979;2338139;cite
801921;846388;cite
40420210;220129;cite
408739;1200159;cite
53596402;50677792;cite
991693;933536;cite
1417835;1737218;cite
3365296;13554;cite
96914;7158557;cite
10491396;1993470;cite
1140946;1536874;cite
224552;587345;cite
457138;1363826;cite
1818317;3832269;cite
227545;220129;cite
384301;957070;cite
1461050;2421538;cite
110262;2338139;cite
3552786;54170929;cite
91198;332741;cite
623675;1628808;cite
911102;384014;cite
3501312;53192;cite
1750191;2338139;cite
3365295;1109340;cite
1126212;127219;cite
47183421;169566;cite
522060;42138;cite
561063;666332;cite
1500881;974990;cite
300056;2065047;cite
10497479;1327835;cite
1695628;1662749;cite
795368;52290693;cite
3316959;6923352;cite
1695628;50412641;cite
1123088;1208922;cite
21997;724623;cite
3506430;2118786;cite
754647;1633442;cite
239137;51599466;cite
150077;340666;cite
594319;2917734;cite
977860;415944;cite
520332;3559730;cite
3644306;494965;cite
3407351;2144920;cite
1328979;2338139;cite
359865;408891;cite
1461050;524350;cite
655865;616265;cite
1208922;795368;cite
1025739;508274;cite
55105366;53698797;cite
1116459;3322859;cite
3365234;945317;cite
587345;320056;cite
688801;47471283;cite
966585;2514394;cite
2437370;937815;cite
3005767;281152;cite
2194916;53450727;cite
1200159;361097;cite
63698;755515;cite
503438;1108876;cite
1128738;486273;cite
256291;1074589;cite
3629707;494965;cite
53483946;12131332;cite
7367383;10715604;cite
10832690;688801;cite
3539699;237813;cite
53679202;220129;cite
408891;104736;cite
3564951;84674;cite
2298592;8748431;cite
229270;994018;cite
18046451;1263828;cite
3280192;23361606;cite
491458;616265;cite
795368;459308;cite
579503;1465750;cite
3409297;53786510;cite
47417593;16649;cite
53650693;662872;cite
1048079;1536874;cite
738673;1140946;cite
688801;47471283;cite
1554243;216355;cite
3651846;299484;cite
20544;3530299;cite
34063316;341294;cite
3316959;1123088;cite
684562;3629694;cite
994018;1074967;cite
10709398;810133;cite
1315840;543701;cite
42138;54814826;cite
563443;44685;cite
53663192;53067561;cite
42138;695126;cite
5730;524350;cite
2149865;2073883;cite
540819;18557017;cite
783956;436647;cite
3629689;27742;cite
3576686;10896622;cite
1794430;55175564;cite
53607159;1299096;cite
566838;918710;cite
53578978;1389374;cite
4040114;3549915;cite
1505638;55292327;cite
12832827;3505241;cite
93400;1128738;cite
3566709;18206946;cite
92955;53786510;cite
2157826;299610;cite
1990966;56623483;cite
358294;464355;cite
18489095;1780247;cite
53965757;2945658;cite
1995279;54170929;cite
1662749;860414;cite
688801;44685;cite
1516676;2437370;cite
9432002;12925057;cite
611612;2004084;cite
305047;379385;cite
3566039;3583387;cite
1536874;1695628;cite
834228;3462786;cite
55899694;846388;cite
594319;2262242;cite
1485158;851440;cite
51602978;3365343;cite
438079;10510665;cite
169069;605848;cite
3365471;3179124;cite
1053557;7367383;cite
953718;95287;cite
2484380;994018;cite
975664;1995279;cite
740002;53698797;cite
684867;994018;cite
1548385;92007;cite
731329;83891;cite
522060;1739776;cite
1990966;49256218;cite
494965;755515;cite
2942541;3516242;cite
1800649;57153;cite
709570;1628808;cite
1995279;3399414;cite
630735;1379912;cite
40419563;257916;cite
2080261;1456480;cite
1138939;394215;cite
3564951;45178;cite
1329528;1765874;cite
83891;105631;cite
3559730;1031845;cite
36706183;3308035;cite
10233808;53779185;cite
855543;666211;cite
3629689;40419564;cite
9422356;348338;cite
1461050;1688876;cite
513051;509724;cite
3860428;2080261;cite
209615;1095096;cite
623711;1749648;cite
624861;662872;cite
552871;1299096;cite
2437370;856095;cite
1551043;2295139;cite
1048896;218630;cite
772610;53506045;cite
623711;47548482;cite
3496607;92955;cite
299484;795368;cite
3826657;20544;cite
2325655;790244;cite
3823153;2702206;cite
9429566;18487991;cite
1123088;2624870;cite
332741;93428;cite
3635891;10896622;cite
2539048;20544;cite
4336837;2060748;cite
36706183;740002;cite
253283;47471283;cite
695126;1464329;cite
3315271;3365279;cite
96914;616265;cite
419877;48044150;cite
92804;1200159;cite
673325;625296;cite
494965;2295139;cite
6892255;17997458;cite
17935198;502782;cite
731329;23362211;cite
110282;2247005;cite
309353;10493288;cite
63698;152072;cite
7131;1123088;cite
879548;12518928;cite
2975450;2144920;cite
3365229;699977;cite
731329;23362210;cite
3317546;15534;cite
3639437;4774097;cite
1328979;347041;cite
1119998;652277;cite
758524;1463145;cite
1687644;1219483;cite
180240;1434215;cite
3335676;53307089;cite
748886;115555;cite
282750;384014;cite
527592;1536874;cite
1126212;494965;cite
379124;1993470;cite
1411009;794527;cite
3396174;2038381;cite
299610;793899;cite
897199;2335802;cite
738673;1200159;cite
361097;10351478;cite
461035;2667717;cite
3823274;380710;cite
1236596;300979;cite
1256357;403149;cite
1014975;4254389;cite
579503;361097;cite
362739;494859;cite
3832286;1111513;cite
323277;6829944;cite
1732789;1497543;cite
502845;47201068;cite
53159713;954490;cite
1687644;1200159;cite
3365388;386271;cite
3320358;47762628;cite
509724;832349;cite
1631408;12140460;cite
3331222;929601;cite
3317401;1745056;cite
506760;1049568;cite
4689358;2038381;cite
558324;797356;cite
21997;1818317;cite
3316959;1200530;cite
18487991;1456480;cite
299484;3629682;cite
520351;1745056;cite
560420;3393270;cite
976195;3629706;cite
34063294;60337;cite
1153162;54470958;cite
1923849;1894512;cite
17937210;1536874;cite
9426735;1276849;cite
1645842;16649;cite
47321638;84674;cite
1429721;48057366;cite
1784695;1146031;cite
9134150;1536874;cite
688801;601959;cite
817180;755515;cite
1710746;898125;cite
3545991;1315774;cite
1915999;755515;cite
1751940;794527;cite
5201914;1142659;cite
275506;40421340;cite
332741;3365318;cite
1536123;501775;cite
509373;170453;cite
3635893;2038381;cite
3629694;1200530;cite
19525;673325;cite
3629707;1639466;cite
18486917;2241634;cite
1200159;1628808;cite
463075;180240;cite
3618466;406243;cite
53591624;819325;cite
1536874;359865;cite
1466157;27742;cite
1079933;524350;cite
1695830;53578978;cite
2945658;1536874;cite
740002;1745056;cite
1467208;1096084;cite
937815;561596;cite
2011340;738673;cite
1826743;1976075;cite
1636878;619732;cite
502782;2335802;cite
3313407;257916;cite
3506430;3530349;cite
402341;310405;cite
936378;1875230;cite
5331964;755515;cite
1358916;1993470;cite
3651846;3823153;cite
3643460;929601;cite
92804;20544;cite
22939480;2114277;cite
9432059;524131;cite
2295139;6923352;cite
3983755;5730;cite
2157826;40419564;cite
320403;81385;cite
306815;1461050;cite
877976;55257992;cite
1554243;1955606;cite
1206464;1095257;cite
608369;12459928;cite
10490302;54170929;cite
795368;1554243;cite
520332;1434836;cite
10491396;846388;cite
3983755;5730;cite
22307522;1461050;cite
248041;236731;cite
3629736;1243408;cite
47378401;755515;cite
47554432;1142659;cite
3564951;1765874;cite
3832261;431388;cite
340666;51449022;cite
3615479;305047;cite
1548517;994018;cite
3365307;1943259;cite
1959814;601959;cite
3316897;181077;cite
1686003;1894512;cite
85018;21966360;cite
10572467;3823274;cite
13421357;298115;cite
84674;83891;cite
2282500;795368;cite
17902638;52197781;cite
540819;2421538;cite
3559730;3316959;cite
10220044;308577;cite
47593436;1219483;cite
731329;1894512;cite
459290;3322859;cite
3322859;441589;cite
3629748;1710871;cite
3619808;538228;cite
3635891;1559089;cite
1123207;1628808;cite
1123088;1370132;cite
3332621;1488310;cite
927949;1695628;cite
2241634;2060748;cite
3352272;433468;cite
92804;1200159;cite
1709164;1735104;cite
1780247;1456480;cite
2437370;549565;cite
1780247;32909;cite
673325;1633442;cite
976195;51598084;cite
1453614;632279;cite
1370029;538228;cite
2149865;740002;cite
55257992;114000;cite
563443;390305;cite
868899;738673;cite
1526998;2073883;cite
976195;10832690;cite
3191377;23362211;cite
2041910;84674;cite
1769228;854124;cite
3642213;1995279;cite
571257;98177;cite
44685;3365426;cite
3635892;3549946;cite
53519280;47201068;cite
558324;3365282;cite
994018;502619;cite
47481939;436647;cite
2110822;3549915;cite
994018;947248;cite
6825;9163068;cite
212677;1819604;cite
3365400;2114277;cite
239137;3629706;cite
1751940;3322859;cite
3641050;542645;cite
15534;10529311;cite
795368;703239;cite
868128;3454745;cite
13205983;152072;cite
1250836;47468040;cite
426596;1025204;cite
3629694;3530299;cite
134086;37078;cite
345165;1633442;cite
1048079;59042;cite
2769047;2514394;cite
3017784;2126906;cite
18461058;3325711;cite
795368;1536874;cite
3329188;3344762;cite
3317730;6923352;cite
1034757;210600;cite
101989;1536874;cite
2280957;1819604;cite
601959;92955;cite
155175;170667;cite
1533004;110262;cite
3542318;3238176;cite
1625439;1123088;cite
651228;53307089;cite
1379912;907095;cite
3485488;3580840;cite
1351972;36495851;cite
9137032;384014;cite
3313779;783956;cite
794527;40421427;cite
709570;1894512;cite
149736;10223632;cite
601959;466115;cite
169069;1536874;cite
10515612;20544;cite
53094;851440;cite
2078186;1183160;cite
9236140;181077;cite
1608014;3129332;cite
2078186;47639686;cite
755515;51599466;cite
1208922;1695628;cite
755515;625296;cite
436123;699977;cite
2295139;494965;cite
6117682;1417835;cite
1311639;403145;cite
811813;56828080;cite
145518;18046451;cite
140972;3325711;cite
2078186;937815;cite
13421357;494965;cite
1351972;180240;cite
2338139;10510665;cite
177276;616265;cite
80674;160374;cite
137638;7521;cite
47647460;662872;cite
2992739;1940208;cite
3409171;253283;cite
52650794;52899960;cite
1417835;1993470;cite
53786510;257916;cite
1536874;160374;cite
7521;3632732;cite
561063;1200530;cite
3329188;3365377;cite
463577;53506045;cite
3567135;794527;cite
167442;160374;cite
1123207;1894512;cite
227545;705794;cite
483555;1461050;cite
169069;47330938;cite
543701;299889;cite
340666;177276;cite
438079;421979;cite
2167811;359865;cite
1176051;295017;cite
40422598;602537;cite
384301;773154;cite
93400;601959;cite
808963;601959;cite
53178498;67090;cite
1199500;53450727;cite
522060;103922;cite
1927180;53976662;cite
3629704;1684895;cite
3538341;758148;cite
219382;1695628;cite
345165;540880;cite
2263719;755515;cite
18208852;3506430;cite
734078;84674;cite
18960884;3546571;cite
1743165;53633506;cite
2689917;403822;cite
3629727;409393;cite
506770;875189;cite
9231692;524131;cite
531181;312350;cite
8017531;266758;cite
463075;36495851;cite
757952;974990;cite
3443839;50942813;cite
3494733;266758;cite
1493033;483299;cite
1843723;616265;cite
358294;1357357;cite
3823274;1542517;cite
451532;889494;cite
169069;1117178;cite
1710746;132076;cite
3538341;1623662;cite
3352270;10506977;cite
4212278;384014;cite
70423;52290693;cite
510117;1219483;cite
994018;52774705;cite
1245783;3629694;cite
3645752;51260575;cite
3443839;384014;cite
150077;2295139;cite
2914935;794527;cite
33342;1200530;cite
1165461;773154;cite
1750191;185676;cite
11645124;1943259;cite
27742;3462420;cite
819325;2078186;cite
494965;149201;cite
616265;42296873;cite
3571615;1456480;cite
3650464;1997914;cite
229431;867633;cite
438079;56623483;cite
2167811;390956;cite
1265696;561596;cite
831237;45909;cite
557751;2616261;cite
2295139;608369;cite
52099262;3561475;cite
3635891;3635893;cite
1123207;1140946;cite
51926242;557751;cite
808540;2181032;cite
232462;1417835;cite
3316959;6727;cite
632599;45178;cite
37078;3317727;cite
345165;18792563;cite
2702206;53786510;cite
53698797;1894512;cite
40422591;994018;cite
3832262;20544;cite
250094;699977;cite
981847;1399202;cite
6090;662803;cite
1794430;563443;cite
393263;1990966;cite
1206464;1095257;cite
53933045;350565;cite
244289;781239;cite
53679202;705794;cite
52780717;3350659;cite
2522756;1199500;cite
93851;181077;cite
34061757;1521025;cite
9432059;812183;cite
3365388;889494;cite
55781627;47527854;cite
