source;target;layer
40423002;248041;cite
1176051;359865;cite
3629707;50412641;cite
1026002;65290;cite
9112018;47201068;cite
1123088;2263719;cite
261768;2677845;cite
23414531;1536874;cite
3365188;276064;cite
3324322;557751;cite
53667820;53599180;cite
3616636;3549946;cite
17899088;1108876;cite
1253699;893694;cite
1256357;3450212;cite
3641050;10832690;cite
564386;4689358;cite
17950542;188847;cite
10832690;417545;cite
1687644;1176051;cite
3330274;54926802;cite
708448;287967;cite
149736;52560;cite
3005767;6827392;cite
80674;1065668;cite
47409019;1388049;cite
53498645;1147403;cite
266758;64290;cite
1053557;153119;cite
1940208;1025204;cite
135668;41682;cite
3314566;84674;cite
553305;42210600;cite
731329;1695628;cite
9131967;21966360;cite
1351972;1644999;cite
1456480;1628808;cite
45909;541517;cite
54651527;181077;cite
527592;1333303;cite
7521;998208;cite
2320964;1276849;cite
918989;17902638;cite
4212278;1662749;cite
56875363;348338;cite
17904819;2260734;cite
3505221;314363;cite
2295139;753069;cite
1165461;2702206;cite
390956;1780247;cite
1227020;1206464;cite
3642258;920685;cite
53640323;53067561;cite
52799925;146552;cite
2262242;3462786;cite
1332785;52276208;cite
406798;561596;cite
10514273;3350496;cite
1176515;2335802;cite
1425548;448985;cite
57153;508274;cite
545624;1123088;cite
3462409;6838207;cite
29116;47397986;cite
489816;59042;cite
21997;4115898;cite
390305;55175564;cite
26686546;53659620;cite
9432059;1819604;cite
632599;974990;cite
135663;561596;cite
1343887;42296873;cite
709853;2247005;cite
755515;64290;cite
263352;3313407;cite
40419564;370814;cite
51265304;1467208;cite
47620317;1786377;cite
1318073;18046451;cite
47475723;220129;cite
613094;3315344;cite
595872;2798309;cite
994018;1109340;cite
107093;1934816;cite
1633442;15534;cite
209615;2414557;cite
3308035;1542517;cite
1246248;668017;cite
152072;755515;cite
611612;4040114;cite
524350;53650693;cite
44685;51172817;cite
616265;40419564;cite
3313407;53786510;cite
1361575;3561475;cite
327556;459308;cite
2157826;257916;cite
56555641;103096;cite
2437370;136487;cite
3365333;361097;cite
337984;4212278;cite
3832289;2118786;cite
10511473;1266473;cite
9095805;384014;cite
2320964;84674;cite
1417835;1527651;cite
10897717;9402510;cite
731329;1894512;cite
1500881;45178;cite
936378;2004084;cite
1633442;889494;cite
592315;1108876;cite
1200530;17927374;cite
3485488;134086;cite
17943597;2677845;cite
616265;64290;cite
2945658;3331222;cite
966585;1518205;cite
167442;1976061;cite
125865;52290693;cite
586915;803566;cite
403149;3313407;cite
1119998;44685;cite
3485488;88451;cite
1392090;898125;cite
40421372;40422591;cite
56648954;258675;cite
1141665;18792563;cite
92007;410331;cite
10227266;921043;cite
21997;1995279;cite
385931;1444062;cite
515313;2132771;cite
3365332;361097;cite
1633442;22304884;cite
3571623;2624870;cite
1466157;2554336;cite
47638175;236731;cite
40422598;97170;cite
1995279;53094;cite
9668529;3629701;cite
53761504;59042;cite
1356251;2297826;cite
299610;1109340;cite
831237;286931;cite
1461523;1208922;cite
619732;1593506;cite
3571601;709570;cite
663683;626439;cite
34063282;976195;cite
820055;92804;cite
375319;553284;cite
53607159;1265696;cite
1333303;1200530;cite
1129425;146552;cite
287967;608369;cite
3472041;794527;cite
154743;1208922;cite
1402107;23483938;cite
2114277;1745056;cite
50293022;1852948;cite
3832252;149201;cite
2041910;625296;cite
219374;199499;cite
4395948;598160;cite
1554243;1749648;cite
489006;635082;cite
3462420;448985;cite
1308697;315269;cite
3619806;16649;cite
171220;379416;cite
3832280;441589;cite
1669835;1353596;cite
229553;9095805;cite
3484240;40419563;cite
60337;3546571;cite
433468;510117;cite
1894512;3316959;cite
795368;1065668;cite
3836999;3399414;cite
795368;824769;cite
994018;2122309;cite
517110;2437370;cite
154743;1111513;cite
47271543;55058764;cite
588349;2342970;cite
1750191;1548517;cite
125977;1818317;cite
3619446;1818317;cite
3549946;1993470;cite
42138;442978;cite
1298469;403822;cite
3498783;485160;cite
97170;571081;cite
81385;320403;cite
1551043;6829944;cite
3506944;20544;cite
414659;95516;cite
921043;3357732;cite
3313119;1772051;cite
2065047;489006;cite
80674;1903859;cite
3313407;53307089;cite
3317401;10883801;cite
1054280;32909;cite
2114277;46121230;cite
3542318;17927374;cite
1417835;53094;cite
565576;384301;cite
1208922;1176051;cite
181077;315058;cite
898125;3506430;cite
18109728;616265;cite
675055;684003;cite
3635893;3616636;cite
10885362;51386302;cite
2241634;54241689;cite
998208;1399202;cite
1573733;3371750;cite
10832690;1025204;cite
1378808;2431681;cite
47468040;358124;cite
981847;601959;cite
966585;1156820;cite
1687644;167442;cite
2007366;1456480;cite
1911914;1894512;cite
588349;3559730;cite
3616121;54603999;cite
384014;9137032;cite
3377753;870477;cite
3832254;149201;cite
1026865;1202987;cite
1488310;431388;cite
3484675;9137032;cite
651512;1521025;cite
18489382;1185759;cite
999812;688801;cite
3545991;588349;cite
1970849;70423;cite
92804;1560592;cite
169069;2078186;cite
3635905;1765874;cite
84472;1536874;cite
2530406;10513013;cite
134086;40422604;cite
12609426;3365209;cite
416395;1034308;cite
688801;812183;cite
553284;261768;cite
2126906;417545;cite
1025739;18557017;cite
1570792;3368569;cite
832349;2972930;cite
18050875;954490;cite
53554938;53591624;cite
3462404;1034757;cite
494965;1399202;cite
1570792;561596;cite
489006;1098028;cite
17902638;2295139;cite
3377753;5953278;cite
1737218;54170929;cite
3564951;53510019;cite
817180;4040114;cite
67458;5730;cite
616265;386271;cite
1200530;54170929;cite
3365472;3179124;cite
438079;1990966;cite
50412641;1498760;cite
438079;110282;cite
662803;1959814;cite
608369;10497604;cite
3322859;794527;cite
1094428;731329;cite
1208922;2335802;cite
3564951;974990;cite
12518928;2295139;cite
3454747;410331;cite
463075;1644999;cite
414332;1695628;cite
305857;48057366;cite
616265;17902638;cite
304424;70423;cite
337984;731329;cite
436647;384014;cite
1370132;907457;cite
563416;795368;cite
18960884;63698;cite
34264259;276064;cite
1327835;285550;cite
1695628;3191377;cite
731329;10894765;cite
3350520;40419564;cite
419877;114000;cite
384301;1225906;cite
651512;1315774;cite
2114092;755515;cite
9426735;145518;cite
1548385;2484380;cite
2512191;1199134;cite
3629702;876119;cite
282750;152352;cite
12518928;177276;cite
3462416;327556;cite
3635893;20544;cite
740299;994018;cite
838147;2181032;cite
1397937;7131;cite
602537;96914;cite
3445748;3493329;cite
879548;47471283;cite
361097;5201914;cite
673325;84674;cite
17902638;53635770;cite
2421538;954490;cite
9668529;1769228;cite
1466157;1218513;cite
3629727;840035;cite
56359600;54241689;cite
1000635;695562;cite
56648954;933536;cite
40425393;3365250;cite
59042;1065668;cite
1000092;2667717;cite
1074967;275376;cite
457138;53192;cite
5201914;2624870;cite
851440;47654842;cite
570589;3506952;cite
3292829;266603;cite
1200530;40419563;cite
20544;10832690;cite
54587358;3365275;cite
332741;80674;cite
53307089;753069;cite
52799925;185676;cite
3832280;3520741;cite
852431;1176051;cite
51670;1136059;cite
3493400;911102;cite
725620;61801;cite
3365490;630735;cite
3013450;939214;cite
1379912;244466;cite
557751;1780247;cite
10558858;114000;cite
1200159;795368;cite
617330;1628808;cite
2914628;753069;cite
3653216;1399202;cite
542425;370792;cite
177276;3365406;cite
2073858;889494;cite
3563697;598160;cite
2181032;831237;cite
755515;169566;cite
179886;1399202;cite
1995279;1737218;cite
755515;17927374;cite
9149894;2677845;cite
3629705;2320964;cite
795368;3365318;cite
2263719;19202;cite
619732;448985;cite
52565120;51024786;cite
57153;1889817;cite
1176515;1123088;cite
3365355;83891;cite
744850;18557017;cite
59267;236800;cite
198713;3350496;cite
1995279;2702206;cite
3365295;831237;cite
3544435;840008;cite
1730292;54192070;cite
12459924;55840553;cite
817180;18206946;cite
2132771;42296873;cite
3823274;384301;cite
3462409;3107675;cite
3832287;3549944;cite
53594202;10559758;cite
51239141;1990966;cite
3313313;929601;cite
21997;502782;cite
40422604;1417835;cite
304424;194796;cite
10220044;181077;cite
3316959;2295139;cite
3078696;1123088;cite
1780247;181077;cite
688801;2624870;cite
797671;604144;cite
1200159;1903859;cite
898125;154743;cite
408891;19363341;cite
1474175;361097;cite
988175;691155;cite
3708662;58129;cite
53679202;146552;cite
1780247;571081;cite
75773;2338139;cite
966585;1069979;cite
1219483;160374;cite
2149865;436647;cite
709853;2320964;cite
1819604;1142659;cite
2344131;1993470;cite
1087377;93851;cite
1176051;795368;cite
448985;630735;cite
1208922;9428466;cite
1818317;50224283;cite
21997;1559089;cite
3316566;26112;cite
53779185;181077;cite
1608014;6822508;cite
651512;9149894;cite
248041;47491678;cite
21997;364422;cite
34063339;275376;cite
1710746;1894512;cite
1370132;359050;cite
1147403;929601;cite
10890905;1031524;cite
1474175;3571627;cite
2497129;105631;cite
47647460;994018;cite
3317730;3549946;cite
794527;662803;cite
448985;2181032;cite
54587358;3365274;cite
903504;384014;cite
1667844;1745056;cite
1461050;53659620;cite
3559730;237904;cite
795368;154743;cite
526816;3352114;cite
1493033;1140946;cite
3365228;1291393;cite
4689358;122030;cite
53517215;1808203;cite
388443;991039;cite
4115898;3365457;cite
3832288;601959;cite
2338139;540819;cite
3832254;2437370;cite
1253699;2052495;cite
692168;314363;cite
448985;1593506;cite
2078186;2114277;cite
1034308;2144678;cite
3316959;3317730;cite
3316959;795368;cite
709570;893694;cite
12518928;3552786;cite
616265;136332;cite
715211;445271;cite
1911914;494965;cite
53574490;543701;cite
1411929;1934816;cite
1425548;181077;cite
385681;571081;cite
1815433;49939857;cite
734167;65290;cite
393752;907634;cite
3316959;2298592;cite
1980991;1290209;cite
1342664;3425141;cite
903828;1990966;cite
3333053;1427901;cite
3096583;10896622;cite
936378;3559730;cite
1291393;16649;cite
3629694;3549915;cite
21997;1417835;cite
214620;561596;cite
1209663;130481;cite
386032;40419563;cite
51580817;3109325;cite
632599;53510019;cite
9432025;1399202;cite
1402107;1417835;cite
3317401;370814;cite
59042;390956;cite
49305910;1265522;cite
2914628;47482211;cite
9233468;1176051;cite
47321638;625296;cite
51260575;1464329;cite
3508597;276064;cite
536829;1488310;cite
53607159;22304884;cite
384301;1225906;cite
3832288;21997;cite
5463301;17997458;cite
1091668;438432;cite
795368;2298592;cite
1924104;49517156;cite
3832289;361097;cite
508274;1461050;cite
630735;47527854;cite
601959;2437370;cite
18531293;1276849;cite
441490;1993470;cite
1521025;2476051;cite
64290;3365244;cite
3616643;1199134;cite
2619496;58129;cite
3365431;1494848;cite
676309;689320;cite
1434836;795368;cite
48413726;1749648;cite
601959;349173;cite
368747;540880;cite
3335676;494965;cite
214620;1780247;cite
1119998;253283;cite
3576686;1123088;cite
3616636;5774643;cite
50818823;1722247;cite
9431926;3546995;cite
10709398;840008;cite
47237628;1818317;cite
738787;53067561;cite
388118;489816;cite
1329528;194796;cite
564148;7131;cite
1165461;37126291;cite
3619589;1594915;cite
8017531;868730;cite
570735;601959;cite
755515;53659620;cite
2052495;1434215;cite
2324949;1536874;cite
2122309;10511473;cite
1327835;2323706;cite
2539048;3549946;cite
361097;3526901;cite
3536258;19202;cite
2421538;84674;cite
1715391;379416;cite
2415794;110282;cite
49939857;49800324;cite
2320964;18046451;cite
602537;625296;cite
345165;181077;cite
1816816;1941559;cite
4744817;52554122;cite
2133806;52664776;cite
1662749;50206247;cite
1546349;2494162;cite
47382659;57153;cite
508274;1461050;cite
52799925;85038;cite
1200159;1017214;cite
34063339;1990966;cite
1745056;59042;cite
3618378;47545087;cite
110282;1200159;cite
194796;1959814;cite
3618378;130210;cite
48399987;47397986;cite
3501596;16649;cite
2323706;1455907;cite
579503;2247005;cite
92007;50699463;cite
2830972;3365219;cite
3629722;3577492;cite
2616261;795368;cite
1227020;1095257;cite
17927303;2667717;cite
1363826;315269;cite
402341;1695628;cite
48603799;1695628;cite
2096741;196752;cite
403149;9095805;cite
438079;953718;cite
53501477;448985;cite
22939480;632279;cite
134086;936378;cite
719981;598160;cite
954490;1628808;cite
1123207;1200159;cite
3313723;417545;cite
16649;2065047;cite
1176051;824769;cite
2917734;2132771;cite
3580840;566838;cite
625296;974990;cite
53594202;299889;cite
181077;32909;cite
1126212;2335111;cite
945317;18046451;cite
2114594;783802;cite
410331;3379355;cite
3559730;6923352;cite
1479429;53094;cite
564386;3549946;cite
1402107;53599278;cite
3635892;53416656;cite
47241494;608369;cite
1329528;26112;cite
7521;2060748;cite
3635891;688801;cite
259224;47237628;cite
3561475;406614;cite
3365228;10715604;cite
53663192;666211;cite
651512;50412641;cite
18109728;1633442;cite
180240;1527651;cite
10219425;2114277;cite
1554243;3367926;cite
442978;21754404;cite
384301;358470;cite
3629680;494965;cite
553284;4774097;cite
390956;1219483;cite
2299095;64290;cite
9432024;229270;cite
438079;1200530;cite
599167;1402107;cite
47237628;229270;cite
18046451;1461050;cite
3582129;3576686;cite
3365388;181077;cite
3823274;1200530;cite
2530441;2229939;cite
2309290;494965;cite
61060;26112;cite
1780247;601959;cite
3838781;19202;cite
53501477;840008;cite
626439;16649;cite
3832288;169566;cite
10832690;755515;cite
18057148;417526;cite
1356251;22304884;cite
2924426;53786510;cite
812183;485160;cite
143212;2314808;cite
383824;1852948;cite
335001;2338139;cite
3329258;114000;cite
1399202;1845460;cite
47177597;601959;cite
756948;369656;cite
632599;1970849;cite
53554938;5730;cite
1521225;1536874;cite
1074967;1990966;cite
856095;6923352;cite
103096;2338139;cite
3316959;2972930;cite
540819;1628808;cite
53698797;3322859;cite
3365307;53498645;cite
3627854;3838781;cite
220129;1017214;cite
1533004;433246;cite
47271543;78072;cite
52867475;936807;cite
181077;3348166;cite
755515;937815;cite
966585;1202987;cite
42210600;1140946;cite
12518928;53192;cite
522060;605146;cite
954490;53659620;cite
3832289;811813;cite
539230;48502755;cite
1818317;10832690;cite
40420994;1769228;cite
991049;466115;cite
1370132;1981909;cite
3238176;494965;cite
52867475;1200530;cite
21722263;1200530;cite
795368;1156820;cite
284269;41682;cite
390017;85038;cite
4350981;220129;cite
1765874;6923352;cite
1548385;1818317;cite
3379355;47415191;cite
553284;907634;cite
994018;431388;cite
2126906;688801;cite
3365407;52560;cite
3552915;43396392;cite
726096;485160;cite
726096;906247;cite
1818317;50412641;cite
438079;1990966;cite
1819604;1521025;cite
601959;3571628;cite
384014;667542;cite
3582129;1176515;cite
3635893;3629713;cite
1402107;257916;cite
47650709;406798;cite
846388;3355369;cite
155625;2164557;cite
47378401;169566;cite
601959;494965;cite
52816203;47237628;cite
3635893;2539048;cite
463577;1219483;cite
3292829;812183;cite
40419197;1577705;cite
586915;1819604;cite
2320964;145518;cite
448985;831237;cite
4336837;70423;cite
53786510;731329;cite
588349;1079004;cite
145518;762205;cite
1807506;1417835;cite
10709398;2126906;cite
616265;17902638;cite
1500881;45178;cite
3318255;1633442;cite
563443;553305;cite
2007554;47652218;cite
1488310;54241689;cite
3321418;54170929;cite
441589;795368;cite
54155678;53596402;cite
40545236;855790;cite
1200530;3322859;cite
1265522;1769228;cite
2041910;840008;cite
1555510;513051;cite
253283;1765874;cite
1208922;181077;cite
3005767;1156820;cite
3545991;3629694;cite
3645752;196752;cite
1200159;1086894;cite
1053557;335089;cite
55932852;10517494;cite
337984;662803;cite
3317730;53786510;cite
169566;6923352;cite
3407799;47667757;cite
130210;9163068;cite
1705462;954490;cite
34063281;53192;cite
624861;1695830;cite
55781627;651228;cite
1709762;2245140;cite
980550;148267;cite
181077;431388;cite
436647;979964;cite
10832690;9233468;cite
1819604;1315774;cite
1695830;563937;cite
3635893;3571616;cite
819325;47330938;cite
252990;1628808;cite
47545087;26112;cite
2914628;2975450;cite
731329;794527;cite
1360260;17904819;cite
47417593;47593436;cite
489816;49740233;cite
5802966;1875230;cite
3005767;3629694;cite
790244;1265522;cite
524131;1315774;cite
795368;1536874;cite
954490;96914;cite
1357357;47491678;cite
299889;181077;cite
509373;379606;cite
3443839;1894512;cite
1818317;57153;cite
541517;10545203;cite
34063283;1423081;cite
42138;53038779;cite
7396712;1399202;cite
10313;880017;cite
1434836;489816;cite
110262;408891;cite
40545236;23115242;cite
53307089;2975450;cite
438079;222430;cite
831237;17927374;cite
1536874;70423;cite
684867;3129332;cite
1626534;557751;cite
54651527;18046451;cite
362936;155625;cite
2599265;312700;cite
811813;6923352;cite
7521;714492;cite
40421116;605848;cite
1291393;55271408;cite
2484380;48057366;cite
740002;3317730;cite
794527;3322859;cite
47468040;189707;cite
416961;3983755;cite
51483741;1049568;cite
3538341;898125;cite
1108299;85018;cite
1628808;295017;cite
994018;1628808;cite
1094428;53786510;cite
1213860;10832690;cite
236800;755515;cite
3783703;42138;cite
662803;1109340;cite
34061757;3462416;cite
1311173;289435;cite
3332045;1044933;cite
47382659;1740723;cite
53101561;3643460;cite
1370132;2114277;cite
731329;827526;cite
1995279;50412641;cite
565576;358470;cite
93400;84674;cite
3564951;47471283;cite
819325;587345;cite
715211;1176051;cite
47593436;16649;cite
731329;3322859;cite
93400;1479936;cite
3319495;3450212;cite
3365408;10223632;cite
688801;84674;cite
1887569;945187;cite
431899;16649;cite
53637959;851440;cite
3450212;515313;cite
